	Ob.EPA.a_S122_L007_R1_001	Ob.c_S136_L007_R1_001	Ob.1012.c_S140_L007_R1_001	WT.EPA.e_S151_L007_R1_001
r1652_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1652_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1653_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1653_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1654_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1654_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1655_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1655_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1656_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1656_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1657_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1657_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1658_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1658_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1659_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1659_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1660_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1660_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1661_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1661_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1662_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1662_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1664_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1664_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1665_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1665_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1666_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1666_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1667_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1667_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1668_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1668_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1669_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1669_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1670_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1670_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1671_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1671_neg	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1672_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1673_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1674_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1675_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1676_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1677_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1678_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1679_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1680_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1681_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1682_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1683_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1684_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1685_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1686_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1687_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1690_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1691_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1692_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1693_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1695_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1696_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1698_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1700_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1701_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1702_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1705_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1706_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1707_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1708_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1710_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1711_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1713_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1715_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1716_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1717_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1720_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1721_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1722_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1723_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1725_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1726_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1728_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1730_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1731_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1732_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1733_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1734_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1735_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1736_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1737_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1738_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1739_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1740_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1741_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1742_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1743_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1744_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1745_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1746_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1747_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1748_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1749_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1750_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1751_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1752_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1753_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1754_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1755_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1756_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1757_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1758_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1759_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1760_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1761_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1762_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1763_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1764_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1765_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1766_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1767_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1768_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1769_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1770_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1771_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1772_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1773_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1774_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1775_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1776_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1777_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1778_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1779_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1780_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1781_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1782_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1783_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1784_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1785_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1786_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1787_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1788_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1789_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1790_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1791_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1792_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1796_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1797_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1798_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1799_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1800_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1801_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1803_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1805_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1806_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1807_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1808_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1809_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1810_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1811_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1812_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1813_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1814_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1815_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1816_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1817_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1818_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1819_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1820_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1821_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1822_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1823_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1824_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1825_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1826_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1827_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1828_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1829_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1830_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1831_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1832_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1833_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1834_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1835_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1836_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1837_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1841_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1842_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1843_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1844_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1846_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1847_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1848_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1850_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1851_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1852_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1853_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1854_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1855_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1856_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1857_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1858_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1859_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1860_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1861_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1862_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1863_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1864_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1865_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1866_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1867_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1871_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1872_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1873_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1874_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1876_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1877_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1879_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1880_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1881_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1882_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1883_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1884_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1885_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1886_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1887_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1888_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1889_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1890_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1891_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1892_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1893_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1894_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1895_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1896_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1897_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1898_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1899_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1900_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1901_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1902_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1903_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1904_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1905_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1906_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1907_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1908_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1909_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1910_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1911_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1912_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1913_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1914_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1915_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1916_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1917_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1918_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1919_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1920_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1921_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1922_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1923_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1924_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1925_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
r1926_pos	0.09761079662642233	0.070389327891398	0.3103401206121505	0.0
