	WT.e_S150_L007_R1_001	Ob.911.e_S155_L007_R1_001	WT.a_S116_L007_R1_001	Ob.911.d_S148_L007_R1_001
ADPRDP_pos	3.523561956057013	3.9990980337056072	3.4369613378336026	4.196134880765161
ADPRDPm_pos	5.02945288578697	5.731997786643742	4.976363635732762	6.076601848618572
ADPRIBt_pos	3.0107798387532423	3.04788732939655	3.1906148602094975	3.2942531364445142
ADPT_pos	5.004950759951045	5.914803677251784	5.050936965225225	5.398829182444627
ADPtx_pos	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0
ADRNCPT1_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
ADRNCPT2_pos	6.023033518665533	6.767389962065719	6.051154549878513	6.656353352457627
ADRNCRNt_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
ADRNLPVESSEC_pos	1.2630344058337937	2.587364990936461	1.480265122054463	2.304511041809953
ADRNt_pos	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0
ADSELK_pos	5.985044962253466	6.936402377725063	6.174925682500679	5.69849632031307
ADSK_pos	5.985044962253466	6.936402377725063	6.174925682500679	5.69849632031307
ADSL1_pos	3.440952198029637	3.502075956045791	3.3603642765434705	3.3659724275933836
ADSL2_pos	3.440952198029637	3.502075956045791	3.3603642765434705	3.3659724275933836
ADSS_pos	5.021923838554758	5.921007800452218	5.401562207256068	5.4705368650925825
AFLATOXINte_pos	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0
AG13T10g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T11g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T12g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T13g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T14g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T15g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T16g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T17g_pos	3.4685833170068276	4.062639828286463	3.6099912952126783	3.463360885816658
AG13T18g_pos	3.4685833170068276	4.062639828286463	3.6099912952126783	3.463360885816658
AG13T1g_pos	3.4685833170068276	4.062639828286463	3.6099912952126783	3.463360885816658
AG13T2g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T3g_pos	3.4685833170068276	4.062639828286463	3.6099912952126783	3.463360885816658
AG13T4g_pos	3.4685833170068276	4.062639828286463	3.6099912952126783	3.463360885816658
AG13T5g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T6g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T7g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T8g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AG13T9g_pos	3.4685833170068276	4.062639828286463	3.6099912952126787	3.463360885816658
AGDC_pos	3.4356285940520905	4.182692297516191	3.572889668420581	4.82781902461732
AGLPC_pos	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0
AGMTm_pos	6.8165997065349115	7.2268938135713885	6.96682265132437	6.547511523644216
AGPAT1_pos	8.474192653114043	9.081217110782434	8.633649167557238	9.034661425512395
AGPex_pos	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0
AGPRim_pos	0.6780719051126377	1.7739963251111732	0.46466826700344427	1.6040713236688608
AGPSx_pos	1.5558161550616396	2.039138393906958	1.8237493603082728	1.6959938131099002
AGTim_pos	6.951284714966972	8.365053833930808	7.3568480792365225	7.498968844559869
AGTix_pos	7.926414608202283	8.46372870653983	8.186361891252986	6.325350433189509
AHANDROSTANGLCte_pos	0.3103401206121505	0.7907720378619999	0.6415460290875237	1.4005379295837286
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0
AHC_pos	9.652343078740216	10.391243589427443	10.012750228020675	9.181698911096104
AHC_neg	9.652343078740216	10.391243589427443	10.012750228020675	9.181698911096104
AHCYStn_pos	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	5.156437068448693	6.832636887566867	5.384913230748688	6.719936359272442
AHEXASEly_pos	5.156437068448693	6.832636887566867	5.384913230748688	6.719936359272442
AICART_pos	3.111031312388744	4.045268215138533	3.548436624696042	3.7484612330040354
AICART_neg	3.111031312388744	4.045268215138533	3.548436624696042	3.7484612330040354
AIRCr_pos	6.777025123260769	6.77636722957392	7.317322159829551	6.074676686294496
AIRCr_neg	6.777025123260769	6.77636722957392	7.317322159829551	6.074676686294496
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0
AKGDm_pos	6.684444740132881	7.676356746361275	6.784024051712288	7.366030731258484
AKGMALtm_pos	6.354028938054387	7.495215463520434	6.563768278452033	7.526929538225988
AKGMALtm_neg	6.354028938054387	7.495215463520434	6.563768278452033	7.526929538225988
AKGt4_3_pos	3.0	3.2600256559614555	2.8298495598446904	4.214901910160696
AKGt4_3_neg	3.0	3.2600256559614555	2.8298495598446904	4.214901910160696
AKGtp_pos	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0
AKR1D_pos	5.884353706847985	7.610951000277188	6.461233861271283	6.617357261591324
AKR1D2_pos	5.884353706847985	7.610951000277188	6.461233861271283	6.617357261591324
ALAASNNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ALACYSNaEx_pos	2.137503523749935	3.1521834190550453	1.6182386555954547	3.0197019144425483
ALADGLNexR_pos	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALADGLNexR_neg	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALADGLYexR_pos	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALADGLYexR_neg	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALAGLNexR_pos	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALAGLNexR_neg	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALAGLNNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ALAGLYexR_pos	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALAGLYexR_neg	3.9981955031532523	4.548128323585586	3.646162657157894	4.744699314207836
ALAR_pos	5.27015513876653	5.634883636775385	5.435295215647167	5.323730337521348
ALAR_neg	5.27015513876653	5.634883636775385	5.435295215647167	5.323730337521348
ALASERNaEx_pos	2.137503523749935	3.1521834190550453	1.6182386555954547	3.0197019144425483
ALASm_pos	7.214804794948052	8.384654257816196	7.341363148329509	7.767125077269071
ALAt2r_pos	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ALAt2r_neg	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ALAt2rL_pos	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ALAt2rL_neg	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ALAt4_pos	8.721680252142907	9.7749846755238	9.082415196698394	8.651231119702372
ALATA_L_pos	8.308657571162552	9.382753701200045	8.484178420379964	8.56666296296261
ALATA_L_neg	8.308657571162552	9.382753701200045	8.484178420379964	8.56666296296261
ALATHRNaEx_pos	2.137503523749935	3.1521834190550453	1.6182386555954547	3.0197019144425483
ALAtN1_pos	9.117954721026178	10.016223292730553	9.106170316945143	9.113872367307422
ALAtN1_neg	9.117954721026178	10.016223292730553	9.106170316945143	9.113872367307422
ALCD1_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD1_neg	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD21_D_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD21_L_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD22_D_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD22_L_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD2if_pos	8.681273556174121	9.02710427660433	8.894908686600782	8.611873191945673
ALCD2yf_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
ALDD20x_pos	9.664731706548624	10.770036138597918	9.874120697782825	10.584774637573435
ALDD20xm_pos	10.13170265342207	10.771605012531388	10.30331270947466	10.501648129717191
ALDD21_pos	5.952333566369686	8.580861527586254	6.2509615735332185	8.367676837060959
ALDD2x_pos	9.70002349607515	10.931815999158612	9.91820731771754	10.650961968548165
ALDD2xm_pos	9.956608479968567	10.477313046407817	10.083665469521751	10.328383217659077
ALDD2y_pos	7.624832002453465	9.64172664366278	7.774457639565289	9.136709208066511
ALDSTRNte_pos	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0
ALKP_pos	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
ALOX12_pos	0.17632277264046287	0.6135316529179271	0.6959938131099002	0.48542682717024166
ALOX12R_pos	0.0	0.0	0.0	0.0
ALOX15_pos	0.0	0.5058909297299573	0.0	0.0
ALOX5_pos	0.11103131238874395	0.23878685958711648	0.0	0.21412480535284734
ALOX52_pos	0.11103131238874395	0.23878685958711648	0.0	0.21412480535284734
ALR2_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
ALR3_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
AMACR2p_pos	6.098032082960526	6.1034976397033365	5.938521045865967	5.410748128185948
AMACR2r_pos	6.098032082960526	6.1034976397033365	5.938521045865967	5.410748128185948
AMACRp_pos	6.098032082960526	6.1034976397033365	5.938521045865967	5.410748128185948
AMACRr_pos	6.098032082960526	6.1034976397033365	5.938521045865967	5.410748128185948
AMANK_pos	6.331454428282007	6.571525130946359	6.166313747889934	6.006746832440585
AMCOXO_pos	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0
AMETt2m_pos	2.611172380044005	3.7580899342018124	2.797012977836145	3.327687364176047
AMETt2m_neg	2.611172380044005	3.7580899342018124	2.797012977836145	3.327687364176047
AMETtn_pos	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0
AMPDA_pos	3.71918344048179	4.2600256559614555	3.9717734471933728	3.974529312483882
AMPTASECG_pos	5.413458688007979	6.03738222200308	5.377817853083645	6.016362598760893
AMPTASECGe_pos	5.413458688007979	6.03738222200308	5.377817853083645	6.016362598760893
AMPtp_pos	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0
AMY1e_pos	5.224001674198105	6.129283016944966	5.169925001442312	5.842098871382338
AMY2e_pos	5.224001674198105	6.129283016944966	5.169925001442312	5.842098871382338
ANDRSTRNGLCte_pos	0.3103401206121505	0.7907720378619999	0.6415460290875237	1.4005379295837286
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0
AP4AH1_pos	3.96254902292306	4.24260250592898	4.3110671022555955	4.22881869049588
APAT2rm_pos	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
APAT2rm_neg	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
APNNOXte_pos	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0
APRTO2_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
AQCOBALt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0
ARABR_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
ARACHCOAtx_pos	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0
ARACHCPT1_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
ARACHCPT2_pos	6.023033518665533	6.767389962065719	6.051154549878513	6.656353352457627
ARACHCRNt_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0
ARACHDt2_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
ARACHDt2_neg	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
ARACHDtr_pos	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0
ARGLYSex_pos	3.989593184938768	4.532005193790571	3.6099912952126783	4.729552770453971
ARGN_pos	10.14358729434393	10.988713086001326	10.378489947985122	10.342108011875156
ARGNm_pos	0.5945485495503542	0.0	0.0	0.722466024471091
ARGSL_pos	8.516803117442658	10.001492642362603	8.90803227732648	8.49733293214849
ARGSL_neg	8.516803117442658	10.001492642362603	8.90803227732648	8.49733293214849
ARGSS_pos	11.33407770920692	12.613605318063383	11.651926194529397	10.966094430756367
ARGt4_pos	0.0	0.0	0.0	0.0
ARGtiDF_pos	8.594399256329247	9.676997232516474	8.969041096641602	8.54554371207463
ARGtm_pos	7.173727098902891	8.025693273680773	7.489767697008256	6.634738459915802
ARGtm_neg	7.173727098902891	8.025693273680773	7.489767697008256	6.634738459915802
ARSA_pos	3.4672794804599825	5.107269393592545	4.125155131322289	5.17951105027151
ARTCOAL1_pos	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0
ASAH1_pos	4.107687869314374	4.778208576398088	4.185073637876762	4.904965718684027
ASCBOX_pos	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0
ASCBt4_pos	5.384395238388068	6.02945288578697	5.212569338850806	5.984589350362456
ASCBt4_neg	5.384395238388068	6.02945288578697	5.212569338850806	5.984589350362456
ASNALANaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ASNCYSNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ASNGLNNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ASNNm_pos	2.0806576633452254	3.651912744645783	2.6667565918848033	3.063502942306158
ASNS1_pos	0.9486008474933558	2.049630767724601	0.48542682717024166	1.6507645591169025
ASNSERNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ASNt4_pos	8.46213413901712	9.400473888077075	8.746379954458577	8.426516365615893
ASNTHRNaEx_pos	1.531069492725954	1.5360529002402097	0.9486008474933558	1.1176950426697545
ASNtm_pos	0.0	0.0	0.0	0.0
ASNtN1_pos	9.117954721026178	10.016223292730553	9.106170316945143	9.113872367307422
ASNtN1_neg	9.117954721026178	10.016223292730553	9.106170316945143	9.113872367307422
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.13750352374993502	0.0	0.0
ASPCTr_pos	2.150559676575381	1.9068905956085185	1.6276068381296498	1.6780719051126378
ASPCTr_neg	2.150559676575381	1.9068905956085185	1.6276068381296498	1.6780719051126378
ASPDt6_pos	4.991408466764788	4.048759311919856	4.82781902461732	4.742545233866053
ASPDxt_pos	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0
ASPGLUm_pos	6.460578760776026	7.174426393677253	6.552899602940303	6.421054946924242
ASPNATm_pos	0.0	0.0	0.0	0.0
ASPt6_pos	4.991408466764788	4.048759311919856	4.82781902461732	4.742545233866053
ASPTA_pos	7.088311235888661	8.975618723174	7.79207446192887	7.215872702903665
ASPTA_neg	7.088311235888661	8.975618723174	7.79207446192887	7.215872702903665
ASPTAm_pos	8.032927334132907	8.999267195345116	8.192638033515818	8.761351767728966
ASPTAm_neg	8.032927334132907	8.999267195345116	8.192638033515818	8.761351767728966
ATP1ter_pos	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0
ATPasel_pos	11.326871553731669	11.938279358619134	11.525489366026383	11.792793445618527
ATPH1e_pos	5.1906148602094975	7.24069594421251	5.584962500721156	6.9701634246609965
ATPH2e_pos	5.1906148602094975	7.24069594421251	5.584962500721156	6.9701634246609965
ATPS4m_pos	16.201782567076208	16.591614989712877	16.489844699070773	16.317827418199453
ATPtm_pos	8.556391094311623	9.413268268130627	8.559109368794642	9.20979450317462
ATPtn_pos	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.718087583960517	2.8797057662822882	2.5533605033353277	2.759155833800272
B3GALT3g_pos	0.6870606883398922	0.5360529002402097	0.5945485495503542	0.0
B3GALT41g_pos	0.18903382439001715	0.8639384504239714	0.28688114778816154	0.8953026213333066
B3GALT42g_pos	0.18903382439001715	0.8639384504239714	0.28688114778816154	0.8953026213333066
B3GALT43g_pos	0.18903382439001715	0.8639384504239714	0.28688114778816154	0.8953026213333066
B3GALT44g_pos	0.18903382439001715	0.8639384504239714	0.28688114778816154	0.8953026213333066
B3GALT5g_pos	0.0	0.0	0.0	0.0
B3GALTg_pos	0.0	0.0	0.0	0.0
B3GNT11g_pos	3.0721058004804194	3.61706334388818	3.2063306478710496	3.0823619695574735
B3GNT12g_pos	3.0721058004804194	3.61706334388818	3.2063306478710496	3.0823619695574735
B3GNT310g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT311g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT312g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT313g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT314g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT315g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT31g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT32g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT33g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT34g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT35g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT36g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT37g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT39g_pos	0.9107326619029126	1.0496307677246008	1.2141248053528475	1.0565835283663676
B3GNT51g_pos	0.0	0.0	0.0	0.0
BAAT1x_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
BAAT2x_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
BAAT3x_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
BAAT4x_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
BACCL_pos	1.8678964639926547	3.040892430646901	2.0874628412503395	3.323370069061269
BACCLm_pos	1.8678964639926547	3.040892430646901	2.0874628412503395	3.323370069061269
BALAtmr_pos	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	9.664731706548624	10.770036138597918	9.874120697782825	10.584774637573435
BAMPPALDOXm_pos	10.13170265342207	10.771605012531388	10.30331270947466	10.501648129717191
BBHOX_pos	5.71699089440494	6.746581499785813	6.217036792564098	6.594249947657352
BCDO_pos	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0
BDHm_pos	6.348551125573773	7.035733867052591	6.431622959713292	7.1626934322112366
BDHm_neg	6.348551125573773	7.035733867052591	6.431622959713292	7.1626934322112366
BDMT_L_pos	3.8904466926799057	3.9476661567960103	4.032982416699428	3.771885578515366
BDMT_U_pos	3.8904466926799057	3.9476661567960103	4.032982416699428	3.771885578515366
BETALDHxm_pos	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0
BHMT_pos	11.333742374196776	11.607297945228533	10.776975791639535	10.818310548193853
BILDGLCURt_pos	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0
BILDGLCURte_pos	5.002252451731379	6.02170180007169	5.3729520979118295	6.294436954376965
BILDGLCURtr_pos	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0
BILGLCURte_pos	0.3103401206121505	0.7907720378619999	0.6415460290875237	1.4005379295837286
BILGLCURtr_pos	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0
BILIRED_pos	6.7989577479004275	6.897966431649445	7.168020188561669	7.823621998132874
BILIRUBt2_pos	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0
BMTer_L_pos	1.903038270112912	2.643856189774725	1.613531652917927	1.9818526532897407
BMTer_U_pos	1.903038270112912	2.643856189774725	1.613531652917927	1.9818526532897407
BPNT_pos	5.072534599722955	5.749802401680049	5.349082146391089	5.409051438538562
BPNT2_pos	5.072534599722955	5.749802401680049	5.349082146391089	5.409051438538562
BTND1_pos	5.528883827274642	5.970853654340483	5.632559052117953	5.839455765224629
BTND1n_pos	5.528883827274642	5.970853654340483	5.632559052117953	5.839455765224629
BTNDe_pos	5.528883827274642	5.970853654340483	5.632559052117953	5.839455765224629
BTNDm_pos	5.528883827274642	5.970853654340483	5.632559052117953	5.839455765224629
BTNPL_pos	1.8678964639926547	3.040892430646901	2.0874628412503395	3.323370069061269
BTNPLm_pos	1.8678964639926547	3.040892430646901	2.0874628412503395	3.323370069061269
BTNt2_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BTNt2_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BTNt2m_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BTNt2m_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BTNt3i_pos	1.5459683691052926	3.82273014794452	1.6182386555954547	3.4828482830684653
BTNt4i_pos	0.0	0.0	0.0	0.0
BTNtn_pos	0.0	0.0	0.0	0.0
BTNtn_neg	0.0	0.0	0.0	0.0
BUP2_pos	7.88837796340678	7.896453506490462	8.012345190419829	7.716030606699041
BUTt2m_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BUTt2m_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BUTt2r_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BUTt2r_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
BVITEt_pos	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0
BZt_neg	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0
C14STRr_pos	6.532005193790571	6.126188210522101	6.502712485966061	6.494575616502123
C160CPT1_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
C160CPT2_pos	7.21003812347289	8.27216319537305	7.157346935362843	7.915102563710183
C160CRNt_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
C161CPT1_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
C161CPT12_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
C161CPT2_pos	6.023033518665533	6.767389962065719	6.051154549878513	6.656353352457627
C161CPT22_pos	6.023033518665533	6.767389962065719	6.051154549878513	6.656353352457627
C161CRN2t_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
C161CRNt_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
C180CPT1_pos	6.428611418467134	7.661778097771987	6.2951719919885285	7.170926525287385
C180CPT2_pos	6.023033518665533	6.767389962065719	6.051154549878513	6.656353352457627
C180CRNt_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
