	WT.1012.c_S135_L007_R1_001
BBHOX_pos	0.0
BCDO_pos	13.117773453144732
BCRNe_pos	8763.2489538755
BDG2HCGHD_pos	0.0
BDHm_neg	7855.72033797358
BDHm_pos	5.167832719905996
BDMT_L_pos	17518.409768714842
BDMT_U_pos	17518.409768714842
BETALDHxm_pos	10375.177509734696
BGLUGCHe_pos	13840.454520115085
BGLUTCHLe_pos	15024.60266649753
BGLUTDECHOe_pos	3800.0
BHBt_neg	1271.0899817559502
BHBt_pos	1271.0899817559502
BHBtm_neg	7855.72033797358
BHBtm_pos	5.167832719905996
BHMT_pos	27196.201583175887
BILDGLCURt_neg	2023.2089265781592
BILDGLCURt_pos	2023.2089265781592
BILDGLCURte_pos	4273.339065111628
BILDGLCURtr_neg	43441.05943903754
BILDGLCURtr_pos	8195.87458091287
BILGLCURt_neg	2023.2089265781592
BILGLCURt_pos	2023.2089265781592
BILGLCURte_pos	4845.377940295075
BILGLCURtr_neg	66201.26303427713
BILGLCURtr_pos	10.497555865561402
BILIRED_pos	51333.89091896137
BILIRUBt2_neg	1965.927898944728
BILIRUBt2_pos	2216.7380996069605
BILIRUBtr_neg	2972.3041212838093
BILIRUBtr_pos	2972.3041212838093
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9511.828601247818
BMTer_L_pos	51.89245441419113
BMTer_U_pos	51.89245441419113
BPNT2_pos	3474.209917600534
BPNT_pos	7916.399353504396
BTND1_pos	5711.828601247817
BTND1n_pos	9511.828601247815
BTNDe_pos	3.9430203199468616
BTNDm_pos	6116.250210852581
BTNPL_pos	5711.828601247817
BTNPLm_pos	6116.250210852581
BTNTe_pos	1417.740322290852
BTNt2_neg	1587.2083031102504
BTNt2_pos	1444.1424986506715
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3876.619415687448
BTNt3ile_pos	3798.3093836640455
BTNt4i_pos	1587.2083031102504
BTNtn_neg	9511.828601247818
BTNtn_pos	0.0
BUP2_pos	18225.659011511536
BUTt2m_neg	0.0
BUTt2m_pos	6.247890372424022
BUTt2r_neg	489.69132611918735
BUTt2r_pos	489.69132611918735
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	17834.407661626246
C100CPT1_neg	0.0
C100CPT1_pos	15231.765633420924
C101CPT1_neg	0.0
C101CPT1_pos	12753.010529925652
C101CRNe_pos	12753.010529925652
C102CPT1_neg	0.0
C102CPT1_pos	12753.010529925652
C10CRNe_pos	15231.765633420926
C10DCCACT_neg	8032.771538041625
C10DCCACT_pos	48425.919751786256
C10DCc_neg	0.0
C10DCc_pos	8032.771538041624
C10DCe_pos	20027.433221580002
C10OHc_neg	0.0
C10OHc_pos	13043.492510275622
C120CPT1_neg	0.0
C120CPT1_pos	10930.746588166516
C121CPT1_neg	0.0
C121CPT1_pos	12753.010529925652
C12DCACOT_pos	8032.771538041625
C12DCACT_pos	8032.771538041624
C12DCTD_neg	0.0
C12DCTD_pos	8032.771538041624
C12DCe_pos	46389.665674406206
C12OHc_neg	0.0
C12OHc_pos	12595.950027105195
C140CPT1_neg	0.0
C140CPT1_pos	8243.186364344892
C141ACBP_neg	0.0
C141ACBP_pos	14037.196176408504
C141CPT1_neg	0.0
C141CPT1_pos	12753.010529925654
C141OHc_neg	0.0
C141OHc_pos	14037.1961764085
C141OHe_pos	14037.196176408497
C142ACBP_neg	0.0
C142ACBP_pos	32480.2743644553
C142CPT1_neg	0.0
C142CPT1_pos	12753.010529925654
C142OHc_neg	0.0
C142OHc_pos	32480.27436445531
C142OHe_pos	32480.274364455305
C14OHc_neg	0.0
C14OHc_pos	10550.129072985079
C14STRr_pos	255.48068810499856
C160CPT1_pos	2348.174981013838
C160CPT2_pos	13492.891513749455
C160CRNt_pos	13630.206773089849
C161CPT12_pos	11201.499353948151
C161CPT1_pos	10516.897755894506
C161CPT22_pos	11201.499353948151
C161CPT2_pos	10516.897755894506
C161CRN2t_pos	11201.499353948151
C161CRNt_pos	10516.897755894506
C161OHc_neg	0.0
C161OHc_pos	10516.897755894506
C162ACBP_neg	0.0
C162ACBP_pos	22796.174438473005
C162OHc_neg	0.0
C162OHc_pos	22796.174438473005
C162OHe_pos	22796.174438473005
C16DCc_neg	0.0
C16DCc_pos	30201.845966351517
C16DCe_pos	30201.845966351513
C16OHc_neg	0.0
C16OHc_pos	10807.329105180446
C16txc_pos	5092.129673508191
C180CPT1_pos	8467.266540919967
C180CPT2_pos	8467.266540919967
C180CRNt_pos	8467.266540919967
C181CPT1_pos	1639.1383584289983
C181CPT2_pos	1639.1383584289983
C181CRNt_pos	1639.1383584289983
C181OHc_neg	0.0
C181OHc_pos	15781.477194241337
C182OHc_neg	0.0
C182OHc_pos	10.037458304779292
C18OHc_neg	0.0
C18OHc_pos	8602.54077948824
C204CPT1_pos	284.20698498065286
C204CPT2_pos	284.20698498065286
C204CRNt_pos	284.20698498065286
C226COAtx_neg	479.84985241433276
C226COAtx_pos	9.847832058477158
C226CPT1_pos	739.7239537104183
C226CPT2_pos	739.7239537104183
C226CRNt_pos	739.7239537104183
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1282.6302308769239
C2tcx_pos	5852.875717171429
C30CPT1_pos	1701.4184262208341
C3DCe_pos	11160.20002101044
C3STDH1Pr_pos	75764.76231483482
C3STDH1r_pos	75818.86313511785
C3STKR2r_pos	75764.76231483485
C40CPT1_neg	0.0
C40CPT1_pos	3446.3654773416506
C4CRNCPT2_neg	18239.563606356474
C4CRNCPT2_pos	3446.3654773416506
C4CRNe_pos	17362.10825577365
C4DCCACT_neg	8032.771538041624
C4DCCACT_pos	44238.37060129281
C4DCe_pos	10756.667068791277
C4OHc_neg	0.0
C4OHc_pos	8763.2489538755
C4STMO1r_pos	75764.76231483479
C4STMO2Pr_pos	75764.76231483478
C4STMO2r_pos	75818.8631351178
C4tcx_neg	0.0
C4tcx_pos	18325.96550053296
C4tmc_neg	18239.56360635647
C4tmc_pos	3446.3654773416506
C4x_neg	0.0
C4x_pos	18325.96550053296
C50CPT1_neg	0.0
C50CPT1_pos	10873.507548268886
C51CPT1_neg	0.0
C51CPT1_pos	12129.108767570915
C5DCe_pos	8216.286000999617
C60CPT1_neg	0.0
C60CPT1_pos	13485.146728998545
C6COAt_neg	18335.48115470404
C6COAt_pos	15368.74282359588
C6CRNe_pos	13485.146728998543
C6CRNtcx_neg	18335.481154704048
C6CRNtcx_pos	15368.742823595876
C6DCCACT_neg	8032.771538041624
C6DCCACT_pos	62907.833653190755
C6DCc_neg	0.0
C6DCc_pos	8032.771538041624
C6DCe_pos	62907.833653190726
C80CPT1_neg	0.0
C80CPT1_pos	9104.122984833302
C81CPT1_neg	0.0
C81CPT1_pos	12753.010529925652
C81CRNe_pos	12753.010529925652
C8CRNe_pos	9104.1229848333
C8DCc_neg	0.0
C8DCc_pos	8032.771538041625
C8DCe_pos	28333.05747095416
C9BRxtc_neg	2037.3152593403922
C9BRxtc_pos	2037.3152593403922
CAATPS_pos	5058.703549617113
CAMPt_pos	13401.883185801402
CAROtr_neg	0.0
CAROtr_pos	13.117773453144732
CARPEPT1tc_pos	11108.891747970029
CARVEOLte_neg	7.557985768722633
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.831363115925878
CATm_pos	5953.155881898464
CATp_pos	7797.200212220218
CAt7r_neg	1915.2810097112083
CAt7r_pos	1915.2810097112083
CBASPte_neg	19835.90451186863
CBASPte_pos	8435.25641340566
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	19129.584609950416
CBPSam_pos	14140.644989963183
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	22.019036554432642
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	13968.802697797739
CDIPTr_pos	3849.7725214603793
CDPDAGtm_neg	13744.44689835707
CDPDAGtm_pos	0.0
CDS_pos	3849.772521460379
CDSm_pos	13744.446898357071
CEPTC_pos	4024.2643185365546
CEPTE_pos	4267.40867665061
CERK_pos	28631.918424210016
CERT1gt_neg	8171.600928143336
CERT1gt_pos	22256.539209015868
CERT1rt_neg	0.0
CERT1rt_pos	13073.95196228285
CERT2gt_neg	0.0
CERT2gt_pos	29871.67814227445
CERT2rt_neg	13073.951962282848
CERT2rt_pos	0.0
CGLYt3_2__pos	2205.889201451538
CGMPt_pos	14556.186829415472
CH25H_pos	12317.71812700891
CHAT_neg	5700.0
CHAT_pos	5694.812589784604
CHATn_neg	5700.0
CHATn_pos	5700.0
CHLPCTD_pos	4024.264318536554
CHLP_pos	3617.218975727112
CHLtm_neg	13744.446898357075
CHLtm_pos	10375.1775097347
CHOLATEt2_pos	1398.765812812021
CHOLATEt3_pos	3427.6311539926196
CHOLATEt_neg	1398.765812812021
CHOLATEt_pos	2216.7380996069605
CHOLD2m_pos	10375.177509734696
CHOLESACATc_pos	6973.605254157039
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	6970.8090042167405
CHOLK_pos	3330.066559445131
CHOLPtg_neg	8171.600928143335
CHOLPtg_pos	0.0
CHOLPtl_neg	61330.01722651944
CHOLPtl_pos	0.0
CHOLt4_neg	1331.73825673217
CHOLt4_pos	1331.73825673217
CHOLtg_neg	0.0
CHOLtg_pos	5572.759644201018
CHOLtn_neg	5700.0
CHOLtn_pos	5700.0
CHOLtr_neg	0.0
CHOLtr_pos	5572.759644201018
CHOLtu_neg	1331.73825673217
CHOLtu_pos	1331.73825673217
CHSTEROLSULT_pos	8146.563650751211
CHSTEROLt1_neg	2130.804814324193
CHSTEROLt1_pos	2130.804814324193
CHSTEROLt2_neg	2130.804814324193
CHSTEROLt2_pos	2130.804814324193
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2130.804814324193
CHSTEROLt_pos	4310.180250916809
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	5030.540403408486
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	352.65686437023413
CITRtm_pos	352.65686437023413
CITt4_2_neg	1236.139543013042
CITt4_2_pos	1580.4710587673078
CITt4_4_neg	1475.5079723400534
CITt4_4_pos	1580.4710587673078
CITtam_neg	2027.7346246707925
CITtam_pos	2027.7346246707925
CITtbm_neg	0.0
CITtbm_pos	2143.6805080709846
CK_neg	0.0
CK_pos	3679.629499309498
CKc_neg	3679.629499309498
CKc_pos	0.0
CLFORtex_pos	2125.1961551168197
CLHCO3tex2_pos	764.4707011453888
CLI2tex_pos	3179.8603005468613
CLOHtex2_pos	1007.763040640847
CLOXAtex2_pos	965.5154908276402
CLPNDCOAtx_neg	11.134335938768503
CLPNDCOAtx_pos	38146.32430145886
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	390.8321762649862
CLPNDt_pos	12.772642181627948
CLS_hs_pos	233.08775882435
CMPACNAtg_neg	0.0
CMPACNAtg_pos	18970.209494431456
CMPACNAtn_pos	8849.077761649341
CMPSAS_pos	5049.077761649345
CMPSASn_pos	8849.077761649341
CO2t_neg	3263.7945196675505
CO2t_pos	3307.6378032228586
CO2ter_neg	11256.26515645521
CO2ter_pos	24834.573059604125
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3837.992766432955
CO2tm_pos	3676.680954838936
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12461.594015654979
CO2tp_pos	18558.8436551179
COAtg_neg	19899.35741771459
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7312.122655203522
COAtm_neg	4754.915958702918
COAtm_pos	1639.1383584289983
COAtn_neg	5700.0
COAtn_pos	5700.0
COAtp_neg	2549.0059802920355
COAtp_pos	3097.522115083623
COAtr_neg	1625.6528659302155
COAtr_pos	1625.6528659302155
COKECBESr_pos	0.0
COQ3m_pos	46368.240373577915
COQ5m_pos	46368.240373577915
COQ6m_pos	46368.240373577915
COQ7m_pos	46368.240373577915
CORE2GTg_pos	7817.024178003705
CORE3GTg_pos	7680.965289825333
CORE4GTg_pos	7680.965289825333
CORE5GTg_pos	400.4577956765007
CORE6GTg_pos	7149.325328518822
CORE7GTg_pos	400.4577956765007
CORE8GTg_pos	409.8969187383432
COUCOAFm_pos	46368.24037357789
COUMARINte_neg	0.0
COUMARINte_pos	7.557985768722633
COt_neg	0.0
COt_pos	51333.89091896142
CPCTDTX_pos	0.0
CPPPGO_pos	14793.757805441206
CREATt4_2_r_neg	983.0880383495683
CREATt4_2_r_pos	983.0880383495683
CREATtmdiffir_pos	3679.629499309498
CRMPte_neg	0.0
CRMPte_pos	28631.91842421004
CRNCAR3tp_pos	4625.481260318465
CRNCARtp_pos	1282.6302308769239
CRNrtx_neg	1282.6302308769239
CRNrtx_pos	3166.375749415112
CRNtHa_pos	861.8146356959775
CRNt_neg	591.6334305640457
CRNt_pos	861.8146356959775
CRNtim_pos	888.2268088846953
CRNtuNa_pos	591.6334305640457
CRNtx_neg	2037.3152593403922
CRNtx_pos	2037.3152593403922
CRTNsyn_pos	0.0
CRTSLt_neg	52303.12910950367
CRTSLt_pos	0.0
CRTSLtm_neg	52303.12910950366
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	54846.65679241379
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	54846.65679241379
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1206.155492428981
CRVNCtr_pos	1206.155492428981
CSAPASEly_pos	85.8663312055548
CSBPASEly_pos	102.85061837022407
CSCPASEly_pos	85.67269651532108
CSDPASEly_pos	131.63494958596627
CSEPASEly_pos	152.47166111897192
CSNAT2m_neg	0.0
CSNAT2m_pos	1701.4184262208341
CSNAT2x_neg	3166.375749415112
CSNAT2x_pos	2549.0059802920355
CSNAT3x_neg	0.0
CSNAT3x_pos	4625.481260318465
CSNATer_neg	1625.6528659302155
CSNATer_pos	1625.6528659302155
CSNATm_neg	0.0
CSNATm_pos	2477.9983451884773
CSNATp_neg	4628.972046443926
CSNATp_pos	5163.392953640513
CSNATr_neg	1625.6528659302155
CSNATr_pos	1625.6528659302155
CSND_pos	7.562584569666858
CSNt_neg	0.0
CSNt_pos	7.562584569666858
CSPG_At_pos	0.0
CSPG_Atly_pos	85.8663312055548
CSPG_Bt_pos	0.0
CSPG_Btly_pos	102.85061837022407
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	85.67269651532108
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	131.63494958596627
CSPG_Et_pos	0.0
CSPG_Etly_pos	152.47166111897192
CSm_pos	4428.815838612481
CTPS1_pos	4344.440326741508
CTPS2_pos	7729.15092722661
CTPtn_neg	0.0
CTPtn_pos	8849.077761649345
CYANt_neg	0.0
CYANt_pos	6.756083274185932
CYANtm_neg	0.0
CYANtm_pos	12.135029873150732
CYOOm3_pos	8982.529431067362
CYOR_u10m_pos	3621.7665253055966
CYSALANaEx_pos	906.2105672345909
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	1058.177658782682
CYSATB0tc_pos	1284.8738616141186
CYSGLNNaEx_pos	870.711173134589
CYSGLTH_neg	1463.9865810014187
CYSGLTH_pos	1247.2351131801063
CYSGLUexR_neg	582.8598700413634
CYSGLUexR_pos	682.5871062870832
CYSGLYexR_neg	673.5846763983842
CYSGLYexR_pos	575.5636111342449
CYSLYSL_pos	0.0
CYSO_pos	9764.713832492645
CYSPHELAT2tc_pos	618.5598817326213
CYSSERNaEx_pos	907.9167382161713
CYSSNAT5tc_neg	1386.3988915459795
CYSSNAT5tc_pos	1386.3988915459795
CYSTALArBATtc_pos	2.3674880843711765
CYSTA_neg	0.0
CYSTA_pos	7679.6987188443845
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.37313011881267
CYSTGL_pos	14151.5844557102
CYSTHRNaEx_pos	907.9167382161713
CYSTLEUrBATtc_pos	2.3409786697257466
CYSTSERex_pos	2.370348687341444
CYSTS_pos	14151.5844557102
CYSt4_pos	480.9772828194082
CYStec_neg	659.8704607919763
CYStec_pos	789.2447807351089
CYTDK1_pos	421.60761826792157
CYTDK2m_pos	13744.44689835707
CYTD_pos	3686.1103387959106
CYTDn_pos	13435.879957871137
CYTDt4_pos	1109.173362418167
CYTDt5le_pos	1415.1589718130858
CYTDt_neg	1109.173362418167
CYTDt_pos	6325.912657392213
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	13744.446898357075
CYTDtn_neg	0.0
CYTDtn_pos	13435.879957871137
CYTK10_neg	376.7198668952715
CYTK10_pos	376.7198668952715
CYTK10n_neg	378.47421049542993
CYTK10n_pos	378.47421049542993
CYTK11_neg	376.7198668952715
CYTK11_pos	376.7198668952715
CYTK11n_neg	378.47421049542993
CYTK11n_pos	378.47421049542993
CYTK12_neg	376.7198668952715
CYTK12_pos	376.7198668952715
CYTK12n_neg	378.47421049542993
CYTK12n_pos	378.47421049542993
CYTK13_neg	376.7198668952715
CYTK13_pos	376.7198668952715
CYTK13n_neg	378.47421049542993
CYTK13n_pos	378.47421049542993
CYTK14_neg	376.7198668952715
CYTK14_pos	376.7198668952715
CYTK14n_neg	378.47421049542993
CYTK14n_pos	378.47421049542993
CYTK1_neg	376.7198668952715
CYTK1_pos	376.7198668952715
CYTK1m_neg	0.0
CYTK1m_pos	13744.44689835707
CYTK1n_neg	378.47421049542993
CYTK1n_pos	378.47421049542993
CYTK2_neg	376.7198668952715
CYTK2_pos	376.7198668952715
CYTK2n_neg	378.47421049542993
CYTK2n_pos	378.47421049542993
CYTK3_neg	1188.5042952226852
CYTK3_pos	1188.5042952226852
CYTK3n_neg	378.47421049542993
CYTK3n_pos	378.47421049542993
CYTK4_neg	1188.5042952226852
CYTK4_pos	1188.5042952226852
CYTK4n_neg	378.47421049542993
CYTK4n_pos	378.47421049542993
CYTK5_neg	376.7198668952715
CYTK5_pos	376.7198668952715
CYTK5n_neg	378.47421049542993
CYTK5n_pos	378.47421049542993
CYTK6_neg	376.7198668952715
CYTK6_pos	376.7198668952715
CYTK6n_neg	378.47421049542993
CYTK6n_pos	378.47421049542993
CYTK7_neg	376.7198668952715
CYTK7_pos	376.7198668952715
CYTK7n_neg	378.47421049542993
CYTK7n_pos	378.47421049542993
CYTK8_neg	376.7198668952715
CYTK8_pos	376.7198668952715
CYTK8n_neg	378.47421049542993
CYTK8n_pos	378.47421049542993
CYTK9_neg	376.7198668952715
CYTK9_pos	376.7198668952715
CYTK9n_neg	378.47421049542993
CYTK9n_pos	378.47421049542993
Coqe_neg	0.0
Coqe_pos	5613.17527166528
D3AIBTm_neg	359.87968110853205
D3AIBTm_pos	359.87968110853205
DADA_pos	8275.730407787883
DADAe_pos	9795.388541997827
DADNK_pos	4306.465794451676
DADNt4_neg	1719.8701176273769
DADNt4_pos	7922.650746602678
DAGK_hs_neg	4024.2643185365546
DAGK_hs_pos	3484.614048444103
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17360.37563212611
DAG_HSter_pos	60.8263357363812
DAGt_neg	6740.2650732959555
DAGt_pos	5890.312038172842
DALAOXx_pos	9761.969697838666
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	632.7971453259595
DALAt2r_pos	632.7971453259595
DALAxt_pos	9761.969697838666
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4312.363333769025
DASPO1p_pos	11.372436925256974
DATPtm_pos	14202.954166532994
DATPtn_neg	0.0
DATPtn_pos	20747.049641933412
DCATDc_neg	0.0
DCATDc_pos	20027.433221580002
DCATDr_neg	0.0
DCATDr_pos	20027.433221580002
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	785.9370037471006
DCK1n_pos	785.9370037471006
DCK2n_neg	785.9370037471006
DCK2n_pos	785.9370037471006
DCMPDA_neg	4378.108574427589
DCMPDA_pos	7587.125536317735
DCSPTN1COAtx_neg	5092.12967350819
DCSPTN1COAtx_pos	11.134335938768501
DCSPTN1COAtxc_pos	5092.1296735081905
DCSPTN1CPT1_pos	356.83101759935846
DCSPTN1CPT2_pos	356.83101759935846
DCSPTN1CRNt_pos	356.83101759935846
DCSPTN1t_neg	199.0942526065117
DCSPTN1t_pos	11.134335938768503
DCTPtm_pos	23550.59661570276
DCTPtn_neg	0.0
DCTPtn_pos	18423.49817699955
DCT_neg	0.0
DCT_pos	12645.763561419713
DCYTD_pos	4376.92213432368
DCYTDn_pos	19568.153205289673
DCYTt_neg	1719.8701176273769
DCYTt_pos	7555.224904879405
DDCRNe_pos	12595.950027105197
DDECCRNe_pos	10930.746588166518
DDECE1CRNe_pos	12753.010529925652
DDPGAm_neg	0.0
DDPGAm_pos	12279.336564632347
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.557985768722632
DECCRNe_pos	13043.492510275622
DECDICRNe_pos	12753.010529925652
DECDPtm_neg	0.0
DECDPtm_pos	46368.24037357788
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	20906.55814266843
DESAT18_10_pos	7.058093358950278
DESAT18_3_pos	8934.495600422219
DESAT18_4_pos	8921.493057401794
DESAT18_5_pos	7150.9660000716
DESAT18_6_pos	18677.621045531916
DESAT18_7_pos	47849.05177814867
DESAT18_8_pos	9179.282047853114
DESAT18_9_pos	6.218702408657015
DESAT20_1_pos	68.61224982967585
DESAT20_2_pos	49.12971751720336
DESAT22_1p_pos	191.74831298591926
DESAT22_2p_pos	38142.64474452125
DESAT24_1_pos	7.9390695251224725
DGAT_pos	4289.519205988298
DGCHOLte_neg	1390.9634631915546
DGCHOLte_pos	4250.18473385303
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4022.5023312326757
DGK1_neg	6767.872028113295
DGK1_pos	7773.714379416461
DGK2m_neg	17176.71711825546
DGK2m_pos	7774.848094838557
DGNSKm_pos	5949.865767834782
DGSNt_neg	1598.1311544445578
DGSNt_pos	7900.856338083217
DGSNtm_neg	0.0
DGSNtm_pos	5949.865767834782
DGTPtm_pos	6674.756031927133
DGTPtn_neg	0.0
DGTPtn_pos	20279.738555696873
DGULND_neg	0.0
DGULND_pos	12546.517180321915
DHAAt1r_neg	0.0
DHAAt1r_pos	4313.094251562706
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6502.406711270664
DHCHOLESTANATEtm_neg	8398.426793153567
DHCHOLESTANATEtm_pos	66867.17445229883
DHCR241r_pos	5018.760957909347
DHCR242r_pos	5018.120298753307
DHCR243r_pos	75939.43109706961
DHCR71r_pos	75764.83214699132
DHCR72r_pos	11007.578950104766
DHCRD1_pos	26859.24173907728
DHCRD2_pos	28097.750502237304
DHDPBMTm_pos	46368.240373577915
DHEASULT_pos	7934.782562134613
DHEASt_neg	1220.6646524463522
DHEASt_pos	1220.6646524463522
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.712407048804652
DHEAtr_pos	60821.58937941486
DHFR_neg	622.4156116830078
DHFR_pos	7528.006592032975
DHFtl_neg	3251.775313071194
DHFtl_pos	0.0
DHFtm_neg	3784.0806669499048
DHFtm_pos	3643.883036758513
DHORD9_pos	8435.256413405663
DHORTS_neg	8435.256413405663
DHORTS_pos	0.0
DHPM1_pos	14637.541356527665
DHPM2_pos	18225.659011511536
DHPR2_pos	6352.678256046261
DHPR_pos	5438.064255258233
DIDPtn_neg	4204.663581400712
DIDPtn_pos	4204.663581400712
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	68059.42603079812
DIGALSGALSIDEtg_neg	68059.42603079813
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	8992.221136454944
DIGALSIDEtg_pos	68059.42603079812
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8435.510279119047
DINt_neg	1598.1311544445578
DINt_pos	8007.636195828786
DITPtn_neg	4204.663581400712
DITPtn_pos	4204.663581400712
DKMPPD_pos	15419.214443483126
DLNLCGCPT1_pos	122.96277555554073
DLNLCGCPT2_pos	122.96277555554073
DLNLCGCRNt_pos	122.96277555554073
DLNLCGt_neg	49.46758411262397
DLNLCGt_pos	3457.052724884905
DMANTIPYRINEte_neg	7.914081017261822
DMANTIPYRINEte_pos	0.0
DMATT_pos	75805.66231721386
DMATTx_pos	77346.10596742271
DMGDHm_pos	27196.20158317588
DMGtm_neg	0.0
DMGtm_pos	27196.20158317588
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	47.34075571122047
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	47.34075571122047
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	47.34075571122047
DMNONCOACRNCPT1_neg	2549.0059802920355
DMNONCOACRNCPT1_pos	3166.375749415112
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	47.340755711220474
DMNONCRNt_neg	2037.3152593403922
DMNONCRNt_pos	2037.3152593403922
DM_13_cis_oretn_n__pos	1515.2824649092004
DM_13_cis_retn_n__pos	1226.0074649092003
DM_1a25dhvitd3(n)_pos	50563.92928439969
DM_4abut(n)_pos	9646.483890927033
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	575.1896351616017
DM_Lcystin_pos	14882.430390167625
DM_Ser_Gly_Ala_X_Gly_ly__pos	861.8965989372308
DM_Ser_Thr_ly__pos	370.115878850512
DM_T_antigen_g__neg	20.934918928358037
DM_T_antigen_g__pos	244.65164289524193
DM_anth_pos	2850.0
DM_atp_c__pos	4142.12967350819
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	239.14177255137602
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	400.4577956765007
DM_core7_g__pos	400.4577956765007
DM_core8_g__pos	409.8969187383433
DM_datp_m__pos	20604.732487476467
DM_datp_n__pos	20747.049641933412
DM_dctp_m__pos	23550.596615702783
DM_dctp_n__pos	23550.596615702787
DM_dem2emgacpail_prot_hs_r__pos	51.89245441419114
DM_dgpi_prot_hs_r__pos	60.82633573638122
DM_dgtp_m__pos	20279.7385556969
DM_dgtp_n__pos	20279.7385556969
DM_dsT_antigen_g__pos	223.15206742745113
DM_dttp_m__pos	29231.912152772224
DM_dttp_n__pos	29231.912152772227
DM_ethamp_r__pos	32884.027109040784
DM_fol_pos	2311.445656287123
DM_gncore2_g__pos	260.73716343760157
DM_gpi_sig_er__pos	51.89245441419114
DM_hretn_n__pos	1637.7952369960312
DM_kdn_c__pos	8927.164509093975
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12645.763561419717
DM_mem2emgacpail_prot_hs_r__pos	57.27164992601322
DM_n5m2masn_g__pos	934.8079097069946
DM_ncam_pos	23.216828825333877
DM_oretn_n__pos	1497.201184124386
DM_pe_hs(r)_pos	3325.0
DM_pmtcoa(r)_pos	13422.222142347893
