	Treg_Lymph_Treg7_L1	Treg_Spleen_Treg1_L2	Tcon_Spleen_Tcon1_L1	Tcon_Lymph_Tcon10_L2	exTreg_Lymph_exTreg3_L1
ADK3m_pos	0.0	0.0	0.0	0.0	0.0
ADK3m_neg	0.0	0.0	0.0	0.0	0.0
ADKd_pos	0.007469148239662851	0.0	0.0	0.015502740422992628	0.0
ADKd_neg	0.007469148239662851	0.0	0.0	0.015502740422992628	0.0
ADMDC_pos	3.0524596044010526	2.497002627051226	3.513559054696806	3.159987502183794	2.216084285662394
ADNCYC_pos	5.548327430682893	5.503509056305067	5.622704363528358	5.464990707809039	3.960972400620716
ADNK1_pos	1.673750039666767	1.9867918733177503	1.9065692400882017	2.089255349172135	2.25995512150919
ADNK1m_pos	0.0	0.0	0.0	0.0	0.0
ADNt_pos	6.404522347069091	6.35505378030637	5.5276958161677605	5.834513888383955	5.934462111476743
ADNt_neg	6.404522347069091	6.35505378030637	5.5276958161677605	5.834513888383955	5.934462111476743
ADNt4_pos	5.644561214605327	5.296972037959432	5.2409526951355625	5.676315012551669	4.870432656293566
ADNtl_pos	3.143027618107017	3.197074030326102	3.0032227631989055	3.18120722521831	3.255746482492593
ADNtl_neg	3.143027618107017	3.197074030326102	3.0032227631989055	3.18120722521831	3.255746482492593
ADNtm_pos	6.283078453554762	6.26807127075259	5.356367985010471	5.552610026261094	5.629330535334551
ADNtm_neg	6.283078453554762	6.26807127075259	5.356367985010471	5.552610026261094	5.629330535334551
ADPGLC_pos	4.660774122930425	4.691261851189551	4.305395226831779	4.469365778569044	4.361673254893997
ADPMAN_pos	4.660774122930425	4.691261851189551	4.305395226831779	4.469365778569044	4.361673254893997
ADPRDP_pos	4.660774122930425	4.691261851189551	4.305395226831779	4.469365778569044	4.361673254893997
ADPRDPm_pos	0.0	0.0	0.0	0.0	0.0
ADPRIBt_pos	3.7770363290651896	4.450831177616071	2.601216640993213	1.5487361577569534	3.4556218688059372
ADPT_pos	9.415141201444547	9.220057890705904	9.446916091469596	9.335386973066385	10.069569108079488
ADPtx_pos	0.0	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
ADRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
ADRNCRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNLPVESSEC_pos	3.182968405625136	3.079315683274006	2.866507492121001	2.8002948404437777	0.17026505523834068
ADRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0	0.0
ADSELK_pos	2.7887796806576555	2.7996533313578915	2.6105227528054487	2.786246841944983	1.1904514165158646
ADSK_pos	2.7887796806576555	2.7996533313578915	2.6105227528054487	2.786246841944983	1.1904514165158646
ADSL1_pos	0.0	0.0	0.0	0.0	0.0
ADSL2_pos	0.0	0.0	0.0	0.0	0.0
ADSS_pos	2.2184637697159584	1.9097909001503488	0.7040703990738681	0.3923666450450621	2.1391856091657453
AFLATOXINte_pos	0.0	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0	0.0
AG13T10g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.608757504811599	3.6059082782759084
AG13T11g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T12g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T13g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T14g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T15g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T16g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.608757504811599	3.6059082782759084
AG13T17g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.608757504811599	3.6059082782759084
AG13T18g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.608757504811599	3.6059082782759084
AG13T1g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T2g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T3g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T4g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T5g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T6g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T7g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T8g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AG13T9g_pos	4.242085154953919	3.902318226424626	3.867838305411761	3.6087575048115994	3.6059082782759084
AGDC_pos	6.1429430233682485	6.094037623969082	5.789230930121318	5.915131644209006	6.493278168501133
AGLPC_pos	0.0	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0	0.0
AGMTm_pos	0.0	0.0	0.0	0.0	0.0
AGPAT1_pos	7.329876081383141	7.3097837975241005	7.216137861915442	7.0253084263574435	7.292111211039116
AGPex_pos	0.0	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0	0.0
AGPRim_pos	0.0	0.0	0.0	0.0	0.0
AGPSx_pos	0.0	0.0	0.0	0.0	0.0
AGTim_pos	0.0	0.0	0.0	0.0	0.0
AGTix_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCte_pos	2.9111640042869458	2.6159701194539164	2.1703007518015465	2.167048865311814	1.2316753960774667
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0	0.0
AHC_pos	6.027635073245177	5.7104960992769955	5.280758299624884	5.459175446374164	4.8736254153933976
AHC_neg	6.027635073245177	5.7104960992769955	5.280758299624884	5.459175446374164	4.8736254153933976
AHCYStn_pos	0.0	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.110855217289311	6.3089206706854135	6.209713180382553	6.299568294225375	6.6872656876845005
AHEXASEly_pos	6.110855217289311	6.3089206706854135	6.209713180382553	6.299568294225375	6.6872656876845005
AICART_pos	0.0	0.0	0.0	0.0	0.0
AICART_neg	0.0	0.0	0.0	0.0	0.0
AIRCr_pos	6.495495666505723	6.581236539313527	6.34114159663018	6.632309033593157	5.562095337551621
AIRCr_neg	6.495495666505723	6.581236539313527	6.34114159663018	6.632309033593157	5.562095337551621
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0	0.0
AKGDm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_neg	0.0	0.0	0.0	0.0	0.0
AKGt4_3_pos	0.0	0.061874054259419595	0.08602340136459247	0.0	0.0
AKGt4_3_neg	0.0	0.061874054259419595	0.08602340136459247	0.0	0.0
AKGtp_pos	0.0	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.18200223446900854	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0	0.0
AKR1D_pos	0.0	0.036722487173825306	0.0	0.0	0.0
AKR1D2_pos	0.0	0.036722487173825306	0.0	0.0	0.0
ALAASNNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ALACYSNaEx_pos	7.397282191097779	7.456222694484113	6.832969946443338	6.768114272330229	7.433954864814392
ALADGLNexR_pos	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALADGLNexR_neg	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALADGLYexR_pos	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALADGLYexR_neg	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALAGLNexR_pos	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALAGLNexR_neg	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALAGLNNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ALAGLYexR_pos	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALAGLYexR_neg	6.370701372812162	6.450163452982997	5.986955594790895	5.850810477053936	6.324768397548003
ALAR_pos	0.0	0.0	0.0	0.0	0.0
ALAR_neg	0.0	0.0	0.0	0.0	0.0
ALASERNaEx_pos	7.397282191097779	7.456222694484113	6.832969946443338	6.768114272330229	7.433954864814392
ALASm_pos	0.0	0.0	0.0	0.0	0.0
ALAt2r_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
ALAt2r_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
ALAt2rL_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
ALAt2rL_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
ALAt4_pos	8.142595007943147	8.022326285352936	8.14604129805068	8.309475288583798	7.316783177801587
ALATA_L_pos	5.156553840511762	4.677614177518629	4.9132232547865975	4.6943899379943845	4.83368271622066
ALATA_L_neg	5.156553840511762	4.677614177518629	4.9132232547865975	4.6943899379943845	4.83368271622066
ALATHRNaEx_pos	7.397282191097779	7.456222694484113	6.832969946443338	6.768114272330229	7.433954864814392
ALAtN1_pos	0.0	0.0	0.0	0.0	0.0
ALAtN1_neg	0.0	0.0	0.0	0.0	0.0
ALCD1_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD1_neg	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD21_D_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD21_L_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD22_D_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD22_L_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD2if_pos	0.3523660495711747	0.47162866558546884	0.2837015202474663	0.09905792697756056	0.0
ALCD2yf_pos	7.9029746836877	7.8466824347705675	7.661240480788776	7.721006650185498	7.916914558925046
ALDD20x_pos	0.019006022517856113	0.0	0.0	0.0	0.0
ALDD20xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD21_pos	0.0	0.0	0.0	0.0	0.0
ALDD2x_pos	0.019006022517856113	1.7312098082091323	0.5705972731964138	0.42248349323960954	0.0
ALDD2xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD2y_pos	0.019006022517856113	1.7312098082091323	0.5481969211018256	0.42248349323960954	0.0
ALDSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0	0.0
ALKP_pos	0.0	0.4211196816513948	0.0	0.0	0.0
ALOX12_pos	0.46873071720082604	1.5180180463597857	0.9745035184811971	0.30999730368738554	0.0
ALOX12R_pos	0.0	0.0	0.0	0.0	0.0
ALOX15_pos	3.871705420665641	4.119589667467583	1.1407167939177263	0.640352040703326	3.204999727873622
ALOX5_pos	0.059018723514810134	0.0	0.0	0.0	0.0
ALOX52_pos	0.059018723514810134	0.0	0.0	0.0	0.0
ALR2_pos	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
ALR3_pos	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
AMACR2p_pos	0.0	0.0	0.0	0.0	0.0
AMACR2r_pos	0.0	0.0	0.0	0.0	0.0
AMACRp_pos	0.0	0.0	0.0	0.0	0.0
AMACRr_pos	0.0	0.0	0.0	0.0	0.0
AMANK_pos	5.562717365820557	5.697652065621145	5.520025604997451	5.1905821989148455	6.096355106795746
AMCOXO_pos	0.0	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0	0.0
AMETt2m_pos	0.0	0.0	0.0	0.0	0.0
AMETt2m_neg	0.0	0.0	0.0	0.0	0.0
AMETtn_pos	0.0	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0	0.0
AMPDA_pos	6.007980837195963	5.754415182786478	5.316380059849928	5.610754614161072	5.309012190183976
AMPTASECG_pos	0.0	0.1058560198676342	0.0	0.0	0.0
AMPTASECGe_pos	0.0	0.1058560198676342	0.0	0.0	0.0
AMPtp_pos	0.0	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0	0.0
AMY1e_pos	7.103294109376723	7.180024499807969	6.970411140262942	6.836629767533915	7.264820594981514
AMY2e_pos	7.103294109376723	7.180024499807969	6.970411140262942	6.836629767533915	7.264820594981514
ANDRSTRNGLCte_pos	2.9111640042869458	2.6159701194539164	2.1703007518015465	2.167048865311814	1.2316753960774667
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0	0.0
AP4AH1_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_neg	0.0	0.0	0.0	0.0	0.0
APNNOXte_pos	0.0	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0	0.0
APRTO2_pos	0.0	0.0	0.0	0.0	0.0
AQCOBALt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0	0.0
ARABR_pos	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
ARACHCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHCPT1_pos	0.0	0.0	0.0	0.0	0.0
ARACHCPT2_pos	0.0	0.0	0.0	0.0	0.0
ARACHCRNt_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHDt2_pos	0.8143607963706966	0.855545706152514	1.074871346063595	0.8394574922247975	0.0
ARACHDt2_neg	0.8143607963706966	0.855545706152514	1.074871346063595	0.8394574922247975	0.0
ARACHDtr_pos	0.0	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0	0.0
ARGLYSex_pos	6.425980942298364	6.454195686092136	6.246844173677049	6.186138750536414	6.394251875523739
ARGN_pos	0.0	0.0	0.0	0.0	0.0
ARGNm_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_neg	0.0	0.0	0.0	0.0	0.0
ARGSS_pos	0.0	0.0	0.0	0.0	0.0
ARGt4_pos	0.0	0.0	0.0	0.0	0.0
ARGtiDF_pos	3.6652695448639663	3.288314750852261	3.2076719490634775	3.605875750037552	2.5494878508818792
ARGtm_pos	0.0	0.0	0.0	0.0	0.0
ARGtm_neg	0.0	0.0	0.0	0.0	0.0
ARSA_pos	6.4033609983194655	6.11771995408326	5.892946637025893	6.263612695476328	5.840273866333033
ARTCOAL1_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0	0.0
ASAH1_pos	3.8838371095160653	4.2287046976955205	3.760813570097321	3.8145208299659834	3.650300301891419
ASCBOX_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0	0.0
ASCBt4_pos	2.251840974210605	2.142790259815047	2.050452895393731	2.0016576524901355	2.4750157141831037
ASCBt4_neg	2.251840974210605	2.142790259815047	2.050452895393731	2.0016576524901355	2.4750157141831037
ASNALANaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ASNCYSNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ASNGLNNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ASNNm_pos	5.999464109243518	5.713092813581074	5.5671618199772865	5.643628340516731	5.463763377225438
ASNS1_pos	2.024213560249237	1.8872100257615134	1.07873098935182	1.0738865902545536	2.139213637924533
ASNSERNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ASNt4_pos	8.081662635120178	7.972823666531887	8.103460112568737	8.257739267367565	7.272174044921626
ASNTHRNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
ASNtm_pos	0.0	0.0	0.0	0.0	0.0
ASNtN1_pos	0.0	0.0	0.0	0.0	0.0
ASNtN1_neg	0.0	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0	0.0
ASPCTr_pos	4.40997857990533	3.693582225194989	3.967201469980294	4.346910769899471	2.7819273190337075
ASPCTr_neg	4.40997857990533	3.693582225194989	3.967201469980294	4.346910769899471	2.7819273190337075
ASPDt6_pos	0.10695648728102622	0.08807270416084609	0.10899199686215608	0.0	0.015922271237001413
ASPDxt_pos	0.0	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0	0.0
ASPGLUm_pos	0.0	0.0	0.0	0.0	0.0
ASPNATm_pos	0.0	0.0	0.0	0.0	0.0
ASPt6_pos	0.10695648728102622	0.08807270416084609	0.10899199686215608	0.0	0.015922271237001413
ASPTA_pos	4.220621027164223	4.1695932628683305	3.9667057833333392	4.374794982639593	4.34075905174165
ASPTA_neg	4.220621027164223	4.1695932628683305	3.9667057833333392	4.374794982639593	4.34075905174165
ASPTAm_pos	0.0	0.0	0.0	0.0	0.0
ASPTAm_neg	0.0	0.0	0.0	0.0	0.0
ATP1ter_pos	0.0	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0	0.0
ATPasel_pos	13.270138933594854	13.39577736579725	13.477387382396415	13.451681846464787	14.000357268760718
ATPH1e_pos	6.068371930717956	6.0621514629973925	6.131819620956024	6.38154668145705	6.325233878332264
ATPH2e_pos	6.068371930717956	6.0621514629973925	6.131819620956024	6.38154668145705	6.325233878332264
ATPS4m_pos	8.225725350023463	8.373957126092446	8.405489819640325	8.473409876792397	7.570590482453281
ATPtm_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.3515826545316454	2.414473490048771	2.236352884341954	2.2488749059463045	2.358235340156477
B3GALT3g_pos	0.0	0.16414395313158667	0.0	0.0	0.0
B3GALT41g_pos	7.811552211310855	7.7217569712562915	8.03708174749572	8.601585570125087	8.860588401940467
B3GALT42g_pos	7.811552211310855	7.7217569712562915	8.03708174749572	8.601585570125087	8.860588401940467
B3GALT43g_pos	7.811552211310855	7.7217569712562915	8.03708174749572	8.601585570125087	8.860588401940467
B3GALT44g_pos	7.811552211310855	7.7217569712562915	8.03708174749572	8.601585570125087	8.860588401940467
B3GALT5g_pos	0.6863819467844599	0.23606278461078856	0.2502741328944901	0.14492262751411353	0.0
B3GALTg_pos	0.0	0.0	0.0	0.0	0.0
B3GNT11g_pos	0.9388485564016956	0.7561093786012356	0.6745702669085581	0.7390783007593404	0.605475220742702
B3GNT12g_pos	0.9388485564016956	0.7561093786012356	0.6745702669085581	0.7390783007593404	0.605475220742702
B3GNT310g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT311g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT312g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT313g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT314g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT315g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT31g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT32g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT33g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT34g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT35g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT36g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT37g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT39g_pos	3.936578212782553	3.629605994157303	3.6315783679037694	3.3445249255743166	3.4375608119808634
B3GNT51g_pos	3.926265156541065	3.8260269555090476	3.7683107639121083	2.486030405650158	2.6325474791040193
BAAT1x_pos	0.0	0.0	0.0	0.0	0.0
BAAT2x_pos	0.0	0.0	0.0	0.0	0.0
BAAT3x_pos	0.0	0.0	0.0	0.0	0.0
BAAT4x_pos	0.0	0.0	0.0	0.0	0.0
BACCL_pos	0.0	0.0	0.0	0.0	0.0
BACCLm_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	0.019006022517856113	0.0	0.0	0.0	0.0
BAMPPALDOXm_pos	0.0	0.0	0.0	0.0	0.0
BBHOX_pos	0.0	0.0	0.0	0.0	0.0
BCDO_pos	0.0	0.0	0.0	0.04169468115951531	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0	0.0
BDHm_pos	0.0	0.0	0.0	0.0	0.0
BDHm_neg	0.0	0.0	0.0	0.0	0.0
BDMT_L_pos	5.049950160817984	5.079895347237937	5.174259425298134	5.2281557802738545	4.714693019521964
BDMT_U_pos	5.049950160817984	5.079895347237937	5.174259425298134	5.2281557802738545	4.714693019521964
BETALDHxm_pos	0.0	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0	0.0
BHMT_pos	0.0	0.0	0.05571207301089279	0.0	0.09610568265229566
BILDGLCURt_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0	0.0
BILDGLCURte_pos	3.0744758575581326	3.166167023927886	2.3432594328421485	2.2370840553695897	1.3195611327447823
BILDGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.027770600373404706	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.027770600373404706	0.0
BILGLCURte_pos	2.9111640042869458	2.6159701194539164	2.1703007518015465	2.167048865311814	1.2316753960774667
BILGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILIRED_pos	4.888319443625389	5.3962095971209765	5.069910880774276	5.00393387882582	4.942807764407925
BILIRUBt2_pos	0.0	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0	0.0
BMTer_L_pos	3.2202230122296482	3.156920508432941	3.0393964501893995	2.8611466555896614	1.803769550624994
BMTer_U_pos	3.2202230122296482	3.156920508432941	3.0393964501893995	2.8611466555896614	1.803769550624994
BPNT_pos	3.013857894192476	2.9924350530331796	3.3990089828136814	3.7936170025117315	3.8582214614049097
BPNT2_pos	3.013857894192476	2.9924350530331796	3.3990089828136814	3.7936170025117315	3.8582214614049097
BTND1_pos	3.7180472920826557	3.8349564328977253	2.8245206994335126	3.278710176388068	2.920807806533094
