	exTreg_Spleen_exTreg6_L2	exTreg_Lymph_exTreg4_L2	Tcon_Lymph_Tcon7_L1	exTreg_Spleen_exTreg10_L2	Tcon_Spleen_Tcon3_L1
ADK3m_neg	0.0	0.0	0.0	0.0	0.0
ADKd_pos	0.0	0.0	0.0	0.0	0.0
ADKd_neg	0.0	0.0	0.0	0.0	0.0
ADMDC_pos	1.9925912145231135	3.014711744775335	3.6034119278068304	3.2103035923515018	2.77917078520149
ADNCYC_pos	4.6544784988223205	4.54826566149297	5.53571642800526	4.718827634366347	5.462986553408992
ADNK1_pos	2.3212240821484658	2.3602815134839172	1.9261870045523335	2.7409188042014216	2.351077677581589
ADNK1m_pos	0.0	0.0	0.0	0.0	0.0
ADNt_pos	6.862183346953286	6.145169349261016	5.8058590249892665	6.403968549478975	5.644933824679917
ADNt_neg	6.862183346953286	6.145169349261016	5.8058590249892665	6.403968549478975	5.644933824679917
ADNt4_pos	4.537920400229366	4.175401896534864	5.512276865042562	4.2923422660927715	5.199083776379023
ADNtl_pos	2.494453452291365	3.271000300137093	2.8246480020525357	2.75256087579454	3.3033599665579
ADNtl_neg	2.494453452291365	3.271000300137093	2.8246480020525357	2.75256087579454	3.3033599665579
ADNtm_pos	6.782236182190967	6.080778902828043	5.5607206372146	6.385255514381484	5.416546037799653
ADNtm_neg	6.782236182190967	6.080778902828043	5.5607206372146	6.385255514381484	5.416546037799653
ADPGLC_pos	4.422117313300682	3.7045775173053896	4.338617459851913	4.274026042088825	4.126094782820932
ADPMAN_pos	4.422117313300682	3.7045775173053896	4.338617459851913	4.274026042088825	4.126094782820932
ADPRDP_pos	4.422117313300682	3.7045775173053896	4.338617459851913	4.274026042088825	4.126094782820932
ADPRDPm_pos	0.0	0.0	0.0	0.0	0.0
ADPRIBt_pos	3.7568052486345245	2.7666969189161965	2.1915204234601027	3.0934031548707313	2.065525522504598
ADPT_pos	9.887407816693436	10.070591686833286	9.28872608789886	9.797909029917523	9.461401384936039
ADPtx_pos	0.0	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
ADRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
ADRNCRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNLPVESSEC_pos	1.5309139198797534	1.4828357369868421	3.0613792290631494	1.795159819409875	3.1841734408807874
ADRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0	0.0
ADSELK_pos	2.5990410456295554	2.422243044335671	2.6288997418798785	2.68196219198146	2.7357799582366638
ADSK_pos	2.5990410456295554	2.422243044335671	2.6288997418798785	2.68196219198146	2.7357799582366638
ADSL1_pos	0.0	0.0	0.0	0.0	0.0
ADSL2_pos	0.0	0.0	0.0	0.0	0.0
ADSS_pos	0.9515625645881033	1.7448049192788013	1.0015028709055442	1.8873676274201252	1.1047772251552446
AFLATOXINte_pos	0.0	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0	0.0
AG13T10g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T11g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T12g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T13g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T14g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T15g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T16g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T17g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T18g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T1g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T2g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T3g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T4g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T5g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T6g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T7g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T8g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AG13T9g_pos	4.243724966268357	4.379199244175496	4.223921078350563	3.743361516658797	3.75705333065372
AGDC_pos	6.141883962733304	5.556004169769821	6.1993095438595285	5.942113106287933	5.830051085548316
AGLPC_pos	0.0	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0	0.0
AGMTm_pos	0.0	0.0	0.0	0.0	0.0
AGPAT1_pos	7.458579877253174	7.0774353312057094	7.070123470949007	7.327868962133039	7.124785274156124
AGPex_pos	0.0	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0	0.0
AGPRim_pos	0.0	0.0	0.0	0.0	0.0
AGPSx_pos	0.0	0.0	0.0	0.0	0.0
AGTim_pos	0.0	0.0	0.0	0.0	0.0
AGTix_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCte_pos	2.0513085813663023	1.0594548208322896	2.002911583512579	2.398363375887593	2.0835884974690746
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0	0.0
AHC_pos	5.364906962191414	5.440238155989612	5.50164366946694	5.3435388302932365	5.524047851693535
AHC_neg	5.364906962191414	5.440238155989612	5.50164366946694	5.3435388302932365	5.524047851693535
AHCYStn_pos	0.0	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.375201503381753	6.368351720521294	6.138586031268894	6.699644673192418	6.31323768961568
AHEXASEly_pos	6.375201503381753	6.368351720521294	6.138586031268894	6.699644673192418	6.31323768961568
AICART_pos	0.0	0.0	0.0	0.0	0.0
AICART_neg	0.0	0.0	0.0	0.0	0.0
AIRCr_pos	6.074582783269915	6.434548147666996	6.646601134232948	6.475225263676859	6.400721190250591
AIRCr_neg	6.074582783269915	6.434548147666996	6.646601134232948	6.475225263676859	6.400721190250591
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0	0.0
AKGDm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_neg	0.0	0.0	0.0	0.0	0.0
AKGt4_3_pos	0.01551290544184474	0.0	0.0	0.0	0.0
AKGt4_3_neg	0.01551290544184474	0.0	0.0	0.0	0.0
AKGtp_pos	0.0	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0	0.0
AKR1C1_pos	0.16129702045947505	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0	0.0
AKR1D_pos	0.0	0.0	0.03155056418883781	0.0	0.0
AKR1D2_pos	0.0	0.0	0.03155056418883781	0.0	0.0
ALAASNNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ALACYSNaEx_pos	7.296028950706607	6.551696381146312	6.627661570239155	7.627983632603527	6.885333894080316
ALADGLNexR_pos	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALADGLNexR_neg	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALADGLYexR_pos	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALADGLYexR_neg	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALAGLNexR_pos	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALAGLNexR_neg	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALAGLNNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ALAGLYexR_pos	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALAGLYexR_neg	6.2857351812438	6.3423227219042975	5.864667531555565	6.37097890731943	6.089855352639815
ALAR_pos	0.0	0.0	0.0	0.0	0.0
ALAR_neg	0.0	0.0	0.0	0.0	0.0
ALASERNaEx_pos	7.296028950706607	6.551696381146312	6.627661570239155	7.627983632603527	6.885333894080316
ALASm_pos	0.0	0.0	0.0	0.0	0.0
ALAt2r_pos	0.7584435164300093	1.4632411520707642	1.7096695069553947	1.0942011872878987	1.8813654324654643
ALAt2r_neg	0.7584435164300093	1.4632411520707642	1.7096695069553947	1.0942011872878987	1.8813654324654643
ALAt2rL_pos	0.7584435164300093	1.4632411520707642	1.7096695069553947	1.0942011872878987	1.8813654324654643
ALAt2rL_neg	0.7584435164300093	1.4632411520707642	1.7096695069553947	1.0942011872878987	1.8813654324654643
ALAt4_pos	7.0522329175123835	7.022754786520217	7.963495182417608	7.382748162827602	8.351728790431963
ALATA_L_pos	4.408959422286866	3.8081587171982205	4.533965868757111	4.723588957677043	5.108658461451384
ALATA_L_neg	4.408959422286866	3.8081587171982205	4.533965868757111	4.723588957677043	5.108658461451384
ALATHRNaEx_pos	7.296028950706607	6.551696381146312	6.627661570239155	7.627983632603527	6.885333894080316
ALAtN1_pos	0.0	0.05684676983675197	0.1302035036389273	0.0	0.2732891786967675
ALAtN1_neg	0.0	0.05684676983675197	0.1302035036389273	0.0	0.2732891786967675
ALCD1_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD1_neg	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD21_D_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD21_L_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD22_D_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD22_L_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD2if_pos	1.2254675439498166	0.0	0.22004116777918847	1.643088650078408	0.8439553627970167
ALCD2yf_pos	8.142412488194502	8.128200475232362	7.784502492990205	8.264374289931533	7.7621240109334595
ALDD20x_pos	0.0	0.0	0.0	0.0	0.0
ALDD20xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD21_pos	0.0	0.0	0.0	0.0	0.0
ALDD2x_pos	0.894178140731387	0.0	0.5282870654444315	1.3636538883637563	0.32998739741843597
ALDD2xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD2y_pos	0.894178140731387	0.0	0.5047621178365855	1.3636538883637563	0.300121029582867
ALDSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0	0.0
ALKP_pos	0.0	0.0	0.0	0.0	0.0
ALOX12_pos	0.6632573326508272	0.0	0.08608219311928778	3.0903991892362845	1.9196250831530208
ALOX12R_pos	0.08077933709214373	0.0	0.0	0.0	0.0
ALOX15_pos	3.2529853107226225	2.4094587638859224	1.031462639280622	3.045209228415293	1.892365877139444
ALOX5_pos	0.0	0.0	0.0	0.0	0.0
ALOX52_pos	0.0	0.0	0.0	0.0	0.0
ALR2_pos	8.850484659813073	8.881466517157522	8.52544034322682	8.916639574684023	8.521404440901913
ALR3_pos	8.850484659813073	8.881466517157522	8.52544034322682	8.916639574684023	8.521404440901913
AMACR2p_pos	0.0	0.0	0.0	0.0	0.0
AMACR2r_pos	0.0	0.0	0.0	0.0	0.0
AMACRp_pos	0.0	0.0	0.0	0.0	0.0
AMACRr_pos	0.0	0.0	0.0	0.0	0.0
AMANK_pos	6.140703453548284	6.232201464072653	5.560610540838716	5.732546251490181	5.387546435852179
AMCOXO_pos	0.0	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0	0.0
AMETt2m_pos	0.0	0.0	0.0	0.0	0.0
AMETt2m_neg	0.0	0.0	0.0	0.0	0.0
AMETtn_pos	0.0	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0	0.0
AMPDA_pos	5.099833092357066	5.047032400870744	5.796706220475836	4.983177590172434	5.3978803371414275
AMPTASECG_pos	0.0	0.0	0.0	0.032172716514156666	0.0
AMPTASECGe_pos	0.0	0.0	0.0	0.032172716514156666	0.0
AMPtp_pos	0.0	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0	0.0
AMY1e_pos	7.20371510431242	7.247410644655277	6.838406701322031	7.254165888082128	7.074937458044399
AMY2e_pos	7.20371510431242	7.247410644655277	6.838406701322031	7.254165888082128	7.074937458044399
ANDRSTRNGLCte_pos	2.0513085813663023	1.0594548208322896	2.002911583512579	2.398363375887593	2.0835884974690746
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0	0.0
AP4AH1_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_neg	0.0	0.0	0.0	0.0	0.0
APNNOXte_pos	0.0	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0	0.0
APRTO2_pos	0.0	0.0	0.0	0.0	0.0
AQCOBALt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0	0.0
ARABR_pos	8.850484659813073	8.881466517157522	8.52544034322682	8.916639574684023	8.521404440901913
ARACHCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHCPT1_pos	0.0	0.0	0.0	0.0	0.0
ARACHCPT2_pos	0.0	0.0	0.0	0.0	0.0
ARACHCRNt_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHDt2_pos	0.0	0.0	1.0294801279941117	0.6224277380341269	0.6552079082528762
ARACHDt2_neg	0.0	0.0	1.0294801279941117	0.6224277380341269	0.6552079082528762
ARACHDtr_pos	0.0	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0	0.0
ARGLYSex_pos	6.39158937953832	6.423503031907718	6.171672829492222	6.4601205964005874	6.338786541234022
ARGN_pos	0.0	0.0	0.0	0.0	0.0
ARGNm_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_neg	0.0	0.0	0.0	0.0	0.0
ARGSS_pos	0.0	0.0	0.0	0.0	0.0
ARGt4_pos	0.0	0.0	0.0	0.0	0.0
ARGtiDF_pos	2.2763546090170257	2.7188664493930226	2.9341078313352518	2.5836392543325073	3.1724245618440894
ARGtm_pos	0.0	0.0	0.0	0.0	0.0
ARGtm_neg	0.0	0.0	0.0	0.0	0.0
ARSA_pos	5.8445957761158365	5.765554485160278	6.090758953480464	6.007246562753609	6.031778501062268
ARTCOAL1_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0	0.0
ASAH1_pos	4.057636651144795	3.4353476250353467	3.9126556711103824	3.8106569955495617	3.811573772652775
ASCBOX_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0	0.0
ASCBt4_pos	1.4795111712179494	1.36114875502775	2.2351304693999614	1.7195664892424307	2.1893108028411903
ASCBt4_neg	1.4795111712179494	1.36114875502775	2.2351304693999614	1.7195664892424307	2.1893108028411903
ASNALANaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ASNCYSNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ASNGLNNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ASNNm_pos	5.713580574424663	5.733999796269993	5.590414301186118	5.698054957313997	5.6982698491460475
ASNS1_pos	1.6225737869384949	3.264291537277307	1.3555780986249164	2.2537308530801075	1.6501065212921933
ASNSERNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ASNt4_pos	7.009824623602094	6.959437736460493	7.924579804965515	7.338913372283991	8.315888344248654
ASNTHRNaEx_pos	7.2842315981598285	6.5513138286687065	6.615773375123117	7.603458697049061	6.865976303517804
ASNtm_pos	0.0	0.0	0.0	0.0	0.0
ASNtN1_pos	0.0	0.05684676983675197	0.1302035036389273	0.0	0.2732891786967675
ASNtN1_neg	0.0	0.05684676983675197	0.1302035036389273	0.0	0.2732891786967675
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0	0.0
ASPCTr_pos	2.8018688742233757	3.5208747563311107	3.8812245967919865	2.4449751317565807	3.5832698821317135
ASPCTr_neg	2.8018688742233757	3.5208747563311107	3.8812245967919865	2.4449751317565807	3.5832698821317135
ASPDt6_pos	0.03970294093513758	0.056908784750548495	0.01853855575133013	0.15495611262310613	0.010263642492240483
ASPDxt_pos	0.0	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0	0.0
ASPGLUm_pos	0.0	0.0	0.0	0.0	0.0
ASPNATm_pos	0.0	0.0	0.0	0.0	0.0
ASPt6_pos	0.03970294093513758	0.056908784750548495	0.01853855575133013	0.15495611262310613	0.010263642492240483
ASPTA_pos	4.0010375872662305	3.8767044950429925	4.352132357532087	3.8437264034957237	4.0365105700541015
ASPTA_neg	4.0010375872662305	3.8767044950429925	4.352132357532087	3.8437264034957237	4.0365105700541015
ASPTAm_pos	0.0	0.0	0.0	0.0	0.0
ASPTAm_neg	0.0	0.0	0.0	0.0	0.0
ATP1ter_pos	0.0	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0	0.0
ATPasel_pos	13.897254626823768	13.94135582378683	13.473075832767524	13.950145092508128	13.523718886259338
ATPH1e_pos	5.97677740906369	5.66171020543945	6.3921868852609975	5.777986993416964	6.048975472397354
ATPH2e_pos	5.97677740906369	5.66171020543945	6.3921868852609975	5.777986993416964	6.048975472397354
ATPS4m_pos	7.39918120685333	8.300412912612366	8.524662902991729	7.691289834834933	8.574622282766724
ATPtm_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0	0.0
B_MANNASEly_pos	1.7313611700857021	1.894338785090723	2.513595023404777	1.7976161062718865	2.4672928259795976
B3GALT3g_pos	0.0	0.04351186599403712	0.0	0.32175675024966044	0.0
B3GALT41g_pos	8.285350669337715	9.049982512981003	8.39898501774873	8.22527286415078	8.58922940075013
B3GALT42g_pos	8.285350669337715	9.049982512981003	8.39898501774873	8.22527286415078	8.58922940075013
B3GALT43g_pos	8.285350669337715	9.049982512981003	8.39898501774873	8.22527286415078	8.58922940075013
B3GALT44g_pos	8.285350669337715	9.049982512981003	8.39898501774873	8.22527286415078	8.58922940075013
B3GALT5g_pos	0.4054972419599669	0.05121643540368964	0.1396546785692354	0.0	0.22445186160423689
B3GALTg_pos	0.0	0.0	0.0	0.0	0.0
B3GNT11g_pos	0.5874611446768742	0.5584222699396004	0.7370836251638526	1.0596730903399707	0.6058499515644942
B3GNT12g_pos	0.5874611446768742	0.5584222699396004	0.7370836251638526	1.0596730903399707	0.6058499515644942
B3GNT310g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT311g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT312g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT313g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT314g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT315g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT31g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT32g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT33g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT34g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT35g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT36g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT37g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT39g_pos	4.204933675835093	4.321762045559614	4.022843050824831	3.574379188652328	3.5782081139676705
B3GNT51g_pos	2.911474163521948	2.3379743737901495	3.580737076763369	3.5689171261608985	3.3991332903385194
BAAT1x_pos	0.0	0.0	0.0	0.0	0.0
BAAT2x_pos	0.0	0.0	0.0	0.0	0.0
BAAT3x_pos	0.0	0.0	0.0	0.0	0.0
BAAT4x_pos	0.0	0.0	0.0	0.0	0.0
BACCL_pos	0.0	0.0	0.0	0.0	0.0
BACCLm_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	0.0	0.0	0.0	0.0	0.0
BAMPPALDOXm_pos	0.0	0.0	0.0	0.0	0.0
BBHOX_pos	0.0	0.0	0.0	0.0	0.0
BCDO_pos	0.0	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0	0.0
BDHm_pos	0.0	0.0	0.0	0.0	0.0
BDHm_neg	0.0	0.0	0.0	0.0	0.0
BDMT_L_pos	5.20104520619639	5.379367594561478	5.584673044518154	5.376251337720657	4.749493541797813
BDMT_U_pos	5.20104520619639	5.379367594561478	5.584673044518154	5.376251337720657	4.749493541797813
BETALDHxm_pos	0.0	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0	0.0
BHMT_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURt_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0	0.0
BILDGLCURte_pos	2.2844306111615507	1.0594548208322896	2.3084571735970765	2.8363764749120364	2.1467844297443053
BILDGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0	0.0
BILGLCURte_pos	2.0513085813663023	1.0594548208322896	2.002911583512579	2.398363375887593	2.0835884974690746
BILGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILIRED_pos	5.152572723909927	4.981154646158931	5.15959643686946	5.8302880922643565	5.150017775322039
BILIRUBt2_pos	0.0	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0	0.0
BMTer_L_pos	2.2504371373808043	1.7343066366989868	2.9998295934055084	2.864949781010566	3.007329788350359
BMTer_U_pos	2.2504371373808043	1.7343066366989868	2.9998295934055084	2.864949781010566	3.007329788350359
BPNT_pos	2.370619670275203	3.4459004413815877	3.450831073516758	2.465998157409469	3.5767635387706953
BPNT2_pos	2.370619670275203	3.4459004413815877	3.450831073516758	2.465998157409469	3.5767635387706953
BTND1_pos	4.238548720366509	4.046032026103943	3.3908451726257827	4.087596359892314	3.5462834215228396
BTND1n_pos	4.238548720366509	4.046032026103943	3.3908451726257827	4.087596359892314	3.5462834215228396
BTNDe_pos	4.238548720366509	4.046032026103943	3.3908451726257827	4.087596359892314	3.5462834215228396
