	Treg_Spleen_Treg3_L2	exTreg_Lymph_exTreg1_L1	Treg_Lymph_Treg6_L2	Treg_Spleen_Treg2_L1	exTreg_Spleen_exTreg9_L1
ADK1_pos	0.5822358414101955	0.8221686645432631	0.2559922775722011	0.1257579153241867	0.0
ADK1_neg	0.5822358414101955	0.8221686645432631	0.2559922775722011	0.1257579153241867	0.0
ADK1m_pos	0.0	0.0	0.0	0.0	0.0
ADK1m_neg	0.0	0.0	0.0	0.0	0.0
ADK3_pos	0.013451034076844016	0.20593506824700167	0.0	0.0	0.0
ADK3_neg	0.013451034076844016	0.20593506824700167	0.0	0.0	0.0
ADK3m_pos	0.0	0.0	0.0	0.0	0.0
ADK3m_neg	0.0	0.0	0.0	0.0	0.0
ADKd_pos	0.013451034076844016	0.20593506824700167	0.0	0.0	0.0
ADKd_neg	0.013451034076844016	0.20593506824700167	0.0	0.0	0.0
ADMDC_pos	3.730011843124408	3.6219477518395204	3.192922659440452	3.4459218862820804	2.8299509560313494
ADNCYC_pos	5.36535340340387	4.558806039281316	5.321334836559302	5.179888879208288	4.814190967975424
ADNK1_pos	2.2997488188704582	1.8109360564830381	1.757859671081932	1.9568129450474485	2.5448457874688333
ADNK1m_pos	0.0	0.0	0.0	0.0	0.0
ADNt_pos	6.388820224576877	6.343903969221645	6.581417455122292	6.652567822393283	6.232072333415817
ADNt_neg	6.388820224576877	6.343903969221645	6.581417455122292	6.652567822393283	6.232072333415817
ADNt4_pos	5.351169993828978	3.8137659033391147	5.5218151979181265	5.252435653094704	4.673354072385781
ADNtl_pos	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
ADNtl_neg	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
ADNtm_pos	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
ADNtm_neg	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
ADPGLC_pos	4.396359751200536	4.607546330727102	4.484309510356577	4.691635581029284	4.388716460035508
ADPMAN_pos	4.396359751200536	4.607546330727102	4.484309510356577	4.691635581029284	4.388716460035508
ADPRDP_pos	4.396359751200536	4.607546330727102	4.484309510356577	4.691635581029284	4.388716460035508
ADPRDPm_pos	0.0	0.0	0.0	0.0	0.0
ADPRIBt_pos	4.161359708499455	2.944577117391099	3.9844027284687376	4.1649784029543895	3.5082266826411024
ADPT_pos	9.346144834979256	10.012095581747783	9.36730024455151	9.4086513193355	10.036880670355355
ADPtx_pos	0.0	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ADRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
ADRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
ADRNCRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNLPVESSEC_pos	2.9123250725131524	0.7710139705623253	2.886157756806259	2.661797604187961	1.6727683684110366
ADRNt_pos	0.0	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0	0.0
ADSELK_pos	2.815060940940521	2.8483526767667295	2.8997716668355356	2.9326452043426525	2.7433266486195484
ADSK_pos	2.815060940940521	2.8483526767667295	2.8997716668355356	2.9326452043426525	2.7433266486195484
ADSL1_pos	0.0	0.0	0.0	0.0	0.0
ADSL2_pos	0.0	0.0	0.0	0.0	0.0
ADSS_pos	2.288111042714326	1.8322153032416908	1.7020391081084176	2.1400302221298575	2.35279970198591
AFLATOXINte_pos	0.0	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0	0.0
AG13T10g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.8447187197207175
AG13T11g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T12g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T13g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T14g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T15g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T16g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.8447187197207175
AG13T17g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.8447187197207175
AG13T18g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.8447187197207175
AG13T1g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.8447187197207175
AG13T2g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T3g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T4g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T5g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T6g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T7g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T8g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AG13T9g_pos	3.7896227300242584	3.2522355915943977	3.958389385149967	4.209640298019239	3.844718719720718
AGDC_pos	6.026693447100516	5.427887926670429	5.938554448115473	6.123780338810865	6.20037853371749
AGLPC_pos	0.0	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0	0.0
AGMTm_pos	0.0	0.0	0.0	0.0	0.0
AGPAT1_pos	7.437280448112597	7.039390901468376	7.3337638936881335	7.30034748441245	6.674203382046273
AGPex_pos	0.0	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0	0.0
AGPRim_pos	0.0	0.0	0.0	0.0	0.0
AGPSx_pos	0.0	0.0	0.0	0.0	0.0
AGTim_pos	0.0	0.0	0.0	0.0	0.0
AGTix_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCte_pos	2.7728370220373026	1.6388053875267663	2.598389062242452	2.9901206812965504	2.0297338427673473
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0	0.0
AHC_pos	5.606205671898429	4.866044377979124	5.840454057997767	5.796693207966469	5.214330462301661
AHC_neg	5.606205671898429	4.866044377979124	5.840454057997767	5.796693207966469	5.214330462301661
AHCYStn_pos	0.0	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.359365512450647	6.457762877701088	6.2451090337968935	6.201149883028807	6.744516661678007
AHEXASEly_pos	6.359365512450647	6.457762877701088	6.2451090337968935	6.201149883028807	6.744516661678007
AICART_pos	0.0	0.0	0.0	0.0	0.0
AICART_neg	0.0	0.0	0.0	0.0	0.0
AIRCr_pos	6.536057473327501	6.317579419104833	6.556038915555705	6.411682763148938	5.8544561942088835
AIRCr_neg	6.536057473327501	6.317579419104833	6.556038915555705	6.411682763148938	5.8544561942088835
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0	0.0
AKGDm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_pos	0.0	0.0	0.0	0.0	0.0
AKGMALtm_neg	0.0	0.0	0.0	0.0	0.0
AKGt4_3_pos	0.020221549691971263	0.819472690386859	0.0	0.14028611217809256	0.0
AKGt4_3_neg	0.020221549691971263	0.819472690386859	0.0	0.14028611217809256	0.0
AKGtp_pos	0.0	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.399740030870406	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0	0.0
AKR1D_pos	0.0	0.0	0.0	0.0	0.0
AKR1D2_pos	0.0	0.0	0.0	0.0	0.0
ALAASNNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ALACYSNaEx_pos	7.660882247982778	6.7531754169621045	7.158685309948765	7.585874484771989	7.412247106268234
ALADGLNexR_pos	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALADGLNexR_neg	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALADGLYexR_pos	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALADGLYexR_neg	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALAGLNexR_pos	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALAGLNexR_neg	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALAGLNNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ALAGLYexR_pos	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALAGLYexR_neg	6.487596000246602	6.282273438321454	6.317559753647975	6.71310741851303	6.235769476238684
ALAR_pos	0.0	0.0	0.0	0.0	0.0
ALAR_neg	0.0	0.0	0.0	0.0	0.0
ALASERNaEx_pos	7.660882247982778	6.7531754169621045	7.158685309948765	7.585874484771989	7.412247106268234
ALASm_pos	0.0	0.0	0.0	0.0	0.0
ALAt2r_pos	1.289793526871015	1.9987088231095327	1.2421457042615596	1.3360290803093524	0.5331050565490184
ALAt2r_neg	1.289793526871015	1.9987088231095327	1.2421457042615596	1.3360290803093524	0.5331050565490184
ALAt2rL_pos	1.289793526871015	1.9987088231095327	1.2421457042615596	1.3360290803093524	0.5331050565490184
ALAt2rL_neg	1.289793526871015	1.9987088231095327	1.2421457042615596	1.3360290803093524	0.5331050565490184
ALAt4_pos	8.259601129839393	6.900886548441138	8.16060878513317	7.941210188293992	6.954976827922233
ALATA_L_pos	4.557750938532491	4.979737231656033	4.467239057691811	4.511272283627258	5.343835790797658
ALATA_L_neg	4.557750938532491	4.979737231656033	4.467239057691811	4.511272283627258	5.343835790797658
ALATHRNaEx_pos	7.660882247982778	6.7531754169621045	7.158685309948765	7.585874484771989	7.412247106268234
ALAtN1_pos	0.39973243938867625	0.9293370211171359	0.0	0.0	0.0
ALAtN1_neg	0.39973243938867625	0.9293370211171359	0.0	0.0	0.0
ALCD1_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD1_neg	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD21_D_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD21_L_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD22_D_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD22_L_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD2if_pos	0.6996107320611474	2.472441310475467	0.6972104136375691	0.47197930005156846	0.3669409777719208
ALCD2yf_pos	7.967707661620767	7.917892763503957	7.824905643283935	7.917563854759636	8.263977046952844
ALDD20x_pos	0.0	0.3747520562542574	0.07625516135808577	0.0	0.0
ALDD20xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD21_pos	0.0	0.0	0.0	0.0	0.0
ALDD2x_pos	2.2378483759360868	0.9474288426488231	0.17842577881652566	1.6895707132603106	0.680200006027117
ALDD2xm_pos	0.0	0.0	0.0	0.0	0.0
ALDD2y_pos	2.2378483759360868	0.821715501777904	0.14770173731171551	1.6895707132603106	0.680200006027117
ALDSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0	0.0
ALKP_pos	0.0	2.80788055590529	0.0	0.9658311238008309	0.0
ALOX12_pos	2.2451926069238524	0.5225077793798495	0.646768162389524	2.2829146484200495	2.4255784322966316
ALOX12R_pos	0.0	0.0	0.09520391715983498	0.0	0.0
ALOX15_pos	3.9507911134169613	2.035435777068869	3.5949254719840806	4.156231355121059	3.8568437470963484
ALOX5_pos	0.1298690020989472	0.033845059941501957	0.04849049195635405	0.0	0.0
ALOX52_pos	0.1298690020989472	0.033845059941501957	0.04849049195635405	0.0	0.0
ALR2_pos	8.655154045968539	8.765219277476836	8.495943317521634	8.512276886852927	8.986078244470985
ALR3_pos	8.655154045968539	8.765219277476836	8.495943317521634	8.512276886852927	8.986078244470985
AMACR2p_pos	0.0	0.0	0.0	0.0	0.0
AMACR2r_pos	0.0	0.0	0.0	0.0	0.0
AMACRp_pos	0.0	0.0	0.0	0.0	0.0
AMACRr_pos	0.0	0.0	0.0	0.0	0.0
AMANK_pos	5.706553467503101	5.425320937579556	5.716385097799418	5.732426334519949	5.650346149911039
AMCOXO_pos	0.0	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0	0.0
AMETt2m_pos	0.0	0.0	0.0	0.0	0.0
AMETt2m_neg	0.0	0.0	0.0	0.0	0.0
AMETtn_pos	0.0	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0	0.0
AMPDA_pos	5.926982511739814	4.86761703952404	5.808633516797664	5.73688257003372	5.125823669850057
AMPTASECG_pos	0.16686490043099886	0.5186255923702457	0.0628074522868787	0.17214557290717417	0.0
AMPTASECGe_pos	0.16686490043099886	0.5186255923702457	0.0628074522868787	0.17214557290717417	0.0
AMPtp_pos	0.0	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0	0.0
AMY1e_pos	7.264229614060836	7.220254753504844	7.103028836917847	7.235527131134613	7.170145444431864
AMY2e_pos	7.264229614060836	7.220254753504844	7.103028836917847	7.235527131134613	7.170145444431864
ANDRSTRNGLCte_pos	2.7728370220373026	1.6388053875267663	2.598389062242452	2.9901206812965504	2.0297338427673473
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0	0.0
AP4AH1_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_pos	0.0	0.0	0.0	0.0	0.0
APAT2rm_neg	0.0	0.0	0.0	0.0	0.0
APNNOXte_pos	0.0	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0	0.0
APRTO2_pos	0.0	0.0	0.0	0.0	0.0
AQCOBALt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0	0.0
ARABR_pos	8.655154045968539	8.765219277476836	8.495943317521634	8.512276886852927	8.986078244470985
ARACHCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHCPT1_pos	0.0	0.0	0.0	0.0	0.0
ARACHCPT2_pos	0.0	0.0	0.0	0.0	0.0
ARACHCRNt_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0	0.0
ARACHDt2_pos	1.0534703893483781	2.7101270504550556	0.7736822415247272	1.007603278584871	0.0
ARACHDt2_neg	1.0534703893483781	2.7101270504550556	0.7736822415247272	1.007603278584871	0.0
ARACHDtr_pos	0.0	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0	0.0
ARGLYSex_pos	6.511230691659015	6.350711017611444	6.40048659174714	6.50280328841534	6.380805742352464
ARGN_pos	0.0	0.0	0.0	0.0	0.0
ARGNm_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_pos	0.0	0.0	0.0	0.0	0.0
ARGSL_neg	0.0	0.0	0.0	0.0	0.0
ARGSS_pos	0.0	0.0	0.0	0.0	0.0
ARGt4_pos	0.0	0.48291911636563667	0.0	0.0	0.0
ARGtiDF_pos	3.297194666808825	3.2507435159762657	3.41121360487496	3.3554653727287747	2.4513515369002574
ARGtm_pos	0.0	0.0	0.0	0.0	0.0
ARGtm_neg	0.0	0.0	0.0	0.0	0.0
ARSA_pos	5.978475662930636	2.7305782476774043	6.290866959986695	6.07354392944922	5.379303147756629
ARTCOAL1_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0	0.0
ASAH1_pos	4.042685846684365	3.4637978515950194	3.818616327825136	3.938390950450226	3.8900190633348894
ASCBOX_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0	0.0
ASCBt4_pos	2.1872057724868155	1.7825800278506272	2.0085345308913842	2.10717576328744	2.039073055542084
ASCBt4_neg	2.1872057724868155	1.7825800278506272	2.0085345308913842	2.10717576328744	2.039073055542084
ASNALANaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ASNCYSNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ASNGLNNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ASNNm_pos	5.636752863328063	5.826158253005165	5.627437023746673	5.954431638732882	5.612403361998413
ASNS1_pos	2.1397289547839495	3.4673673073910325	1.8511227465675506	2.3266333756269724	1.474381146331093
ASNSERNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ASNt4_pos	8.217423562280668	6.7983165921146655	8.111176353817754	7.885955670474098	6.902223592639917
ASNTHRNaEx_pos	7.641193720809737	6.7531754169621045	7.153477169726128	7.534815628846925	7.395042787470622
ASNtm_pos	0.0	0.0	0.0	0.0	0.0
ASNtN1_pos	0.39973243938867625	0.9293370211171359	0.0	0.0	0.0
ASNtN1_neg	0.39973243938867625	0.9293370211171359	0.0	0.0	0.0
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0	0.0
ASPCTr_pos	4.067043045138982	3.7481850410317463	4.016438483460361	3.8046115389531505	3.0022965212730113
ASPCTr_neg	4.067043045138982	3.7481850410317463	4.016438483460361	3.8046115389531505	3.0022965212730113
ASPDt6_pos	0.11145324299076141	1.4020845639204682	0.06546746321305584	0.04281682720119487	0.01938224469515299
ASPDxt_pos	0.0	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0	0.0
ASPGLUm_pos	0.0	0.0	0.0	0.0	0.0
ASPNATm_pos	0.0	0.0	0.0	0.0	0.0
ASPt6_pos	0.11145324299076141	1.4020845639204682	0.06546746321305584	0.04281682720119487	0.01938224469515299
ASPTA_pos	4.353679844046219	3.617562360687751	4.352850944378382	4.458032110807624	3.9764030270023403
ASPTA_neg	4.353679844046219	3.617562360687751	4.352850944378382	4.458032110807624	3.9764030270023403
ASPTAm_pos	0.0	0.0	0.0	0.0	0.0
ASPTAm_neg	0.0	0.0	0.0	0.0	0.0
ATP1ter_pos	0.0	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0	0.0
ATPasel_pos	13.530469773656645	14.0503982686818	13.371982616246015	13.520906965835778	14.056470046881113
ATPH1e_pos	5.899881899431298	5.7067768378774675	5.999611466497876	5.748961866372465	5.932906539197777
ATPH2e_pos	5.899881899431298	5.7067768378774675	5.999611466497876	5.748961866372465	5.932906539197777
ATPS4m_pos	8.412206508905678	7.194021835387335	8.369458653184912	8.133036412469634	7.756979000086035
ATPtm_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_pos	0.0	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.5311081319746944	1.9784892574452406	2.371226457491889	2.394067634206604	1.7985630490450195
B3GALT3g_pos	0.10786142278713393	0.2577667266522188	0.19011604078777267	0.3111632853083421	0.0
B3GALT41g_pos	8.098751813492092	8.100545961641622	7.759663716357904	7.320101727231931	8.0847541292288
B3GALT42g_pos	8.098751813492092	8.100545961641622	7.759663716357904	7.320101727231931	8.0847541292288
B3GALT43g_pos	8.098751813492092	8.100545961641622	7.759663716357904	7.320101727231931	8.0847541292288
B3GALT44g_pos	8.098751813492092	8.100545961641622	7.759663716357904	7.320101727231931	8.0847541292288
B3GALT5g_pos	0.27040611701030265	0.7344764987197785	0.563593978162026	0.45096155300920027	0.11774635250288018
B3GALTg_pos	0.0	0.0	0.0	0.0	0.0
B3GNT11g_pos	0.8698056185733338	0.351193027444356	0.8773024577476476	0.9143235771296265	0.5964400704537759
B3GNT12g_pos	0.8698056185733338	0.351193027444356	0.8773024577476476	0.9143235771296265	0.5964400704537759
B3GNT310g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT311g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT312g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT313g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT314g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT315g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT31g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT32g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT33g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT34g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT35g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT36g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT37g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT39g_pos	3.6256395581446346	2.5178989766895525	3.712761827181172	3.9306568376639164	3.3320582809291963
B3GNT51g_pos	4.2329172006666385	0.6600549182715416	3.3783185394501953	3.856341707818655	3.154779417011389
BAAT1x_pos	0.0	0.5106969634936385	0.0	0.0	0.0
BAAT2x_pos	0.0	0.5106969634936385	0.0	0.0	0.0
BAAT3x_pos	0.0	0.5106969634936385	0.0	0.0	0.0
BAAT4x_pos	0.0	0.5106969634936385	0.0	0.0	0.0
BACCL_pos	0.0	0.0	0.0	0.0	0.0
BACCLm_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_pos	0.0	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	1.5598216825244091	0.0	0.0	0.0
BAMPPALDOX_pos	0.0	0.3747520562542574	0.07625516135808577	0.0	0.0
BAMPPALDOXm_pos	0.0	0.0	0.0	0.0	0.0
BBHOX_pos	0.0	0.0	0.0	0.0	0.0
BCDO_pos	0.0	0.29188022131558394	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0	0.0
BDHm_pos	0.0	0.0	0.0	0.0	0.0
BDHm_neg	0.0	0.0	0.0	0.0	0.0
BDMT_L_pos	5.161347543044857	5.804679970445349	5.246938435579504	5.228173743619633	4.713932378740431
BDMT_U_pos	5.161347543044857	5.804679970445349	5.246938435579504	5.228173743619633	4.713932378740431
BETALDHxm_pos	0.0	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0	0.0
BHMT_pos	0.0	1.3440296277146047	0.0	0.0	0.0
BILDGLCURt_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0	0.0
BILDGLCURte_pos	3.1200106872024436	1.9434455622182436	2.8156050085210222	3.365650087776713	2.3679161551595294
BILDGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.25228766746003395	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.25228766746003395	0.0	0.0	0.0
BILGLCURte_pos	2.7728370220373026	1.6388053875267663	2.598389062242452	2.9901206812965504	2.0297338427673473
BILGLCURtr_pos	0.0	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0	0.0
BILIRED_pos	5.4231958337008255	4.068022712082435	4.993966160555698	5.4065460591207515	5.176432134434641
BILIRUBt2_pos	0.0	0.0	0.0	0.0	0.0
