	WT.1012.a_S120_L007_R1_001
EX_dgchol(e)_neg	6.8706439506772075
EX_dgchol(e)_pos	68176.77582665667
EX_dgmp(e)_neg	4.161786296352952
EX_dgmp(e)_pos	4.733158704355709
EX_dgsn(e)_neg	7949.110788668865
EX_dgtp(e)_neg	4.733158704355708
EX_dgtp(e)_pos	4.161786296352952
EX_dha(e)_neg	3.50229674087702
EX_dha(e)_pos	3.50229674087702
EX_dhap(e)_neg	3.50229674087702
EX_dhap(e)_pos	3.50229674087702
EX_dhdascb(e)_neg	4650.185786546753
EX_dheas(e)_neg	9.559076059383887
EX_dheas(e)_pos	61372.96993202803
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.56060397248118
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	69278.60207164072
EX_din(e)_neg	8133.007062527448
EX_dlnlcg(e)_neg	6.306618451737949
EX_dlnlcg(e)_pos	49.42900444121578
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.9349077618741175
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.98122126549287
EX_doco13ac_neg	19183.61005442328
EX_doco13ac_pos	0.0
EX_docosac_neg	15799.48297000746
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15799.482970007457
EX_dopa(e)_neg	6.220017253063742
EX_dopa(e)_pos	9580.70642686563
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32858.43487736076
EX_dpcoa(e)_neg	6785.36742974956
EX_dpcoa(e)_pos	28479.122256210492
EX_drib(e)_neg	7.104040927449442
EX_drib(e)_pos	8214.752204578735
EX_dtdp(e)_neg	2.310164171732711
EX_dtdp(e)_pos	4.620328343465422
EX_dtmp(e)_neg	3.3398466461891987
EX_dtmp(e)_pos	8.056211297682989
EX_dttp(e)_neg	3.3440716902852996
EX_dttp(e)_pos	8.047316468006986
EX_duri(e)_neg	6.949418585125411
EX_duri(e)_pos	7347.859503258031
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.585530511833837
EX_ebastine(e)_neg	13.030909895800935
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	13.030909895800935
EX_eicostet(e)_neg	7.93375676807177
EX_eicostet(e)_pos	32.86029249801652
EX_elaid(e)_neg	7.140397613966984
EX_elaid(e)_pos	5259.987995059961
EX_estradiol(e)_neg	12.29950488016077
EX_estradiol(e)_pos	52390.07556886575
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	58096.35747332083
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60756.1217442267
EX_estrones(e)_neg	9.110904719975839
EX_estrones(e)_pos	56583.85199570717
EX_etoh(e)_neg	5.814113494373698
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.564424015844199
EX_fad(e)_pos	16877.13482907226
EX_fald(e)_neg	4.32973016493598
EX_fald(e)_pos	21382.34980757616
EX_fe2(e)_neg	3.4968232634045173
EX_fe2(e)_pos	51701.8821114938
EX_fe3(e)_neg	3.4004496351938585
EX_fe3(e)_pos	50161.42907170367
EX_fmn(e)_neg	16877.134829072253
EX_fmn(e)_pos	17884.358385748692
EX_fol(e)_neg	2386.2903105670703
EX_for(e)_neg	4.191908152214359
EX_for(e)_pos	15521.597809735193
EX_fru(e)_neg	5.231984542133243
EX_fru(e)_pos	2900.243758121265
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10252.422639118759
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	12108.477040844951
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	18153.782080088964
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	11019.917707844343
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	12127.166224798637
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	12123.018417276397
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11632.316487227108
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	10110.854486232323
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9338.142606836434
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	10011.46854798896
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11656.139510641726
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	12081.250728371102
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10638.270738057725
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10930.663618213688
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.4677563338052275
EX_gal(e)_neg	4247.200215610294
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9900.030624969158
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10844.54020536188
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9671.069979914944
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8700.474863635536
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	10197.145989828456
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6699.7050626710925
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11755.070033001919
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	12014.841154002077
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	13031.548049503315
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	13077.199271494508
EX_gdp(e)_neg	3.146502860880531
EX_gdp(e)_pos	3.146502860880531
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2605.5685668640995
EX_glcur(e)_neg	5.396823263404519
EX_glcur(e)_pos	11.004531112358467
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13904.14290053407
EX_gln_L(e)_neg	4.885756616793597
EX_gln_L(e)_pos	8235.39860589176
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15319.323969071182
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.628355765633635
EX_glu_L(e)_pos	8556.77024323472
EX_gluala(e)_neg	5.452794273046439
EX_gluala(e)_pos	9607.056631233361
EX_gly(e)_neg	5856.530525657587
EX_glyb(e)_neg	19.12482794696663
EX_glyb(e)_pos	10508.818436270638
EX_glyc(e)_neg	4247.200215610294
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6732.041393278728
EX_glygly(e)_neg	13106.36598256955
EX_glygn2(e)_neg	13.470616832325003
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.470616832325003
EX_glygn5(e)_neg	5.154792253489418
EX_glygn5(e)_pos	19.51163699904474
EX_glyleu(e)_neg	9912.70102226489
EX_glyphe(e)_neg	11095.708565545616
EX_glypro(e)_neg	9620.22865046224
EX_glysar(e)_neg	17482.725126219262
EX_gmp(e)_neg	6.631274561393543
EX_gmp(e)_pos	7.47390316891104
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13742.696641749131
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13775.220006119063
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13529.914877479137
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13454.033365041803
EX_gsn(e)_neg	6163.728453427117
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	13257.292336982327
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15743.125144039546
EX_gthrd(e)_neg	2.5490411837027946
EX_gthrd(e)_pos	14324.446252737784
EX_gtp(e)_neg	3.146502860880531
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.968882372049568
EX_gua(e)_pos	6491.309780800432
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13904.142900534072
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15319.323969071182
EX_h(e)_neg	241.0371944763055
EX_h(e)_pos	2314.868650799335
EX_h2o(e)_neg	248.7269168820872
EX_h2o(e)_pos	3567.6911858008434
EX_h2o2(e)_neg	4.044786161667904
EX_h2o2(e)_pos	5886.454718304162
EX_ha(e)_neg	37.86390872715548
EX_ha(e)_pos	19788.442612473806
EX_ha_pre1(e)_neg	15.571015328807471
EX_ha_pre1(e)_pos	20239.888798287422
EX_hco3(e)_neg	441.7012259971807
EX_hco3(e)_pos	5395.304306240526
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.585530511833836
EX_hdca(e)_neg	6.69835371362444
EX_hdca(e)_pos	13540.208703345304
EX_hdcea(e)_neg	10686.821322308197
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51715.92467759881
EX_hexc(e)_neg	10.505300651359704
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5450.543117479908
EX_hista(e)_neg	11.009870986612333
EX_hista(e)_pos	5450.543117479908
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.875730572914414
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	357.37455278430866
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.585530511833835
EX_hxan(e)_neg	5.917026196618208
EX_hxan(e)_pos	6403.848712162455
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.26495532828144
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	462.6900176509614
EX_idp(e)_neg	2.211379757030327
EX_idp(e)_pos	3.344071690285299
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7779.8795774097025
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.661073638873453
EX_inost(e)_neg	11.014665227689038
EX_inost(e)_pos	6774.450141919985
EX_ins(e)_neg	6292.315146426729
EX_itp(e)_neg	3.344071690285299
EX_itp(e)_pos	3.3398466461891982
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10995.819314635091
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.135466518880682
EX_ksi(e)_pos	1875.3002869907846
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1845.7126550636788
EX_ksii_core2(e)_neg	102.53315543822096
EX_ksii_core2(e)_pos	307.63488901411415
EX_ksii_core4(e)_neg	110.83708556553938
EX_ksii_core4(e)_pos	507.6674252826106
EX_lac_D(e)_neg	2.4765192332345918
EX_lac_D(e)_pos	3751.110929470878
EX_lac_L(e)_neg	2.4765192332345918
EX_lac_L(e)_pos	3683.2660836367295
EX_lcts(e)_neg	4.490600339886431
EX_lcts(e)_pos	7604.885415608785
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3858.1811838479384
EX_leugly(e)_neg	9912.701022264888
EX_leuktrA4(e)_neg	3.569752298498389
EX_leuktrA4(e)_pos	4343.607520362868
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3469.3551739193704
EX_leuktrC4(e)_neg	5.727577619488695
EX_leuktrC4(e)_pos	22661.709178991165
EX_leuktrD4(e)_neg	4.175084016912834
EX_leuktrD4(e)_pos	18316.172462942253
EX_leuktrE4(e)_neg	4.817556965235103
EX_leuktrE4(e)_pos	17938.772350867534
EX_leuktrF4(e)_neg	5.655172218920662
EX_leuktrF4(e)_pos	21566.137510433226
EX_leuleu(e)_neg	10424.085617534754
EX_lgnc(e)_neg	22.59602009589518
EX_lgnc(e)_pos	10.5053006513597
EX_limnen(e)_neg	7.585530511833835
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	14.208648147255207
EX_lneldc(e)_pos	9226.24951111516
EX_lnlc(e)_neg	6.2694247824621545
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	7.097910687912313
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.889422163259958
EX_lnlncg(e)_pos	49.94994933669743
EX_lpchol_hs(e)_neg	14078.256377293601
EX_lys_L(e)_neg	12.78151443423386
EX_lys_L(e)_pos	3.9519214155841293
EX_mag_hs(e)_neg	5322.0919167515485
EX_mal_L(e)_neg	5292.474309853594
EX_mal_L(e)_pos	9462.178889761792
EX_malcoa(e)_neg	5.257365468206704
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3052.3961267447094
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.306536165446058
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.198778166082896
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6682640844964727
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5483.89026814358
EX_meoh(e)_neg	5.814113494373697
EX_meoh(e)_pos	22435.628471984972
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	42812.976065307535
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16534.981051511055
EX_met_L(e)_neg	10.98406649145078
EX_met_L(e)_pos	10677.713158963272
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4815.728706611486
EX_n2m2nmasn(e)_neg	61.09925053063077
EX_n2m2nmasn(e)_pos	785.6861724294386
EX_na1(e)_neg	0.0
EX_nac(e)_neg	12.126031757921513
EX_nac(e)_pos	29.254952239739502
EX_nad(e)_neg	4.835328515849081
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.835328515849081
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.867465603088203
EX_nh4(e)_neg	551.0214838378388
EX_nh4(e)_pos	5237.957689918612
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	7.1921178188699635
EX_no(e)_pos	59237.26046561985
EX_no2(e)_neg	5.396823263404519
EX_no2(e)_pos	5.502265556179233
EX_npthl(e)_neg	7.585530511833835
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.875260217791354
EX_nrpphr(e)_pos	30428.27796265345
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	73108.1178156242
EX_nrvnc(e)_neg	23.248635113252853
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3777.064877537345
EX_o2s(e)_neg	3.238786360890259
EX_o2s(e)_pos	9336.892179936825
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	20188.64311635233
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	19432.881309297925
EX_ocdca(e)_neg	5280.132336017096
EX_ocdcea(e)_neg	7.149153508368526
EX_ocdcea(e)_pos	8990.749482732539
EX_octa(e)_neg	9272.15451061429
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.585530511833835
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.585530511833836
EX_orn(e)_neg	4.513810375153192
EX_orn(e)_pos	11566.143125055733
EX_orot(e)_neg	6.977291219496446
EX_orot(e)_pos	8584.816511956979
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11322.044895100038
EX_paf_hs(e)_neg	4.950747163942736
EX_paf_hs(e)_pos	6.93449732004521
EX_pan4p(e)_neg	5491.459364608051
EX_pan4p(e)_pos	6785.36742974956
EX_pchol_hs(e)_neg	14.17322188635876
EX_pchol_hs(e)_pos	10979.019270248158
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5115.92415744736
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5115.92415744736
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14562.496633625433
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15880.04871394301
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.585530511833834
EX_pglyc_hs(e)_neg	5.5022655561792355
EX_pglyc_hs(e)_pos	14140.808219810096
EX_phe_L(e)_neg	6013.771632621826
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	19335.581394700646
EX_pheme(e)_neg	51714.30880702729
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	47.98122126549287
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	519.4921402963032
EX_pi(e)_pos	6244.337626576219
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6240.473650089519
EX_ppa(e)_neg	4.979377225548314
EX_ppa(e)_pos	10447.194122053052
EX_ppi(e)_neg	3.7863168184881135
EX_ppi(e)_pos	22535.05795758386
EX_prgstrn(e)_neg	6.3240578965858605
EX_prgstrn(e)_pos	62128.95998738519
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.600403471285612
EX_pro_L(e)_pos	8385.556690304584
EX_progly(e)_neg	9620.228650462243
EX_prostgd2(e)_neg	2.560759538915124
EX_prostgd2(e)_pos	138.48975696304936
EX_prostge1(e)_neg	4.325224501247631
EX_prostge1(e)_pos	15.675673503742894
EX_prostge2(e)_neg	3.4609550463818093
EX_prostge2(e)_pos	16.3328284559087
EX_prostgf2(e)_neg	5.170333018479407
EX_prostgf2(e)_pos	146.37956381072155
EX_prostgh2(e)_neg	2.560759538915124
EX_prostgh2(e)_pos	136.68033247753306
EX_prostgi2(e)_neg	6.233615535513082
EX_prostgi2(e)_pos	165.2395469008289
EX_prpp(e)_neg	3.9795396989981615
EX_prpp(e)_pos	27586.854086912397
EX_ps_hs(e)_neg	6.523400863335798
EX_ps_hs(e)_pos	14988.858595593409
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13904.14290053407
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	15319.323969071182
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	29.60777646711147
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.7439258296141285
EX_ptrc(e)_pos	14842.975522879136
EX_ptth(e)_neg	6239.2700969388
EX_ptth(e)_pos	5784.894904548032
EX_pydam(e)_neg	10372.385599210878
EX_pydx(e)_neg	8086.594544710876
EX_pydx5p(e)_neg	9.43052881140359
EX_pydx5p(e)_pos	9832.863164137492
EX_pydxn(e)_neg	9455.925688610623
EX_pyr(e)_neg	3.6630867837177
EX_pyr(e)_pos	4625.6200655377515
EX_q10(e)_neg	5665.527238812762
EX_q10h2(e)_pos	5665.527238812762
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6501.1209872986865
EX_retfa(e)_neg	5.5022655561792355
EX_retfa(e)_pos	1246.1247960288688
EX_retinol(e)_neg	820.0875346675602
EX_retinol(e)_pos	24.669460727046012
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1659.3926029134282
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1659.3926029134282
EX_retn(e)_neg	352.7890026026584
EX_retn(e)_pos	842.118824610081
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	4052.795225310374
EX_rib_D(e)_neg	5098.459976275205
EX_ribflv(e)_neg	17900.495894686424
EX_s2l2fn2m2masn(e)_neg	4.135466518880682
EX_s2l2fn2m2masn(e)_pos	816.2501344508145
EX_s2l2n2m2masn(e)_neg	77.50786123229074
EX_s2l2n2m2masn(e)_pos	676.6652493370372
EX_sarcs(e)_neg	10.09208269141552
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	5105.832663223355
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.6208247740266355
EX_ser_L(e)_pos	7101.215735999803
EX_sfcys(e)_pos	21906.062732264705
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	15170.520433438787
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1247.9284869365567
EX_so4(e)_pos	14007.101145425058
EX_spc_hs(e)_neg	11.783844577394818
EX_spc_hs(e)_pos	29661.159021436677
EX_sph1p(e)_neg	13.672850534442066
EX_sph1p(e)_pos	20434.71463041722
EX_sphs1p(e)_neg	9.342256172130506
EX_sphs1p(e)_pos	34008.96676416003
EX_spmd(e)_neg	5.7
EX_spmd(e)_pos	24341.997991273474
EX_sprm(e)_neg	2.016184899230785
EX_sprm(e)_pos	15676.46115486842
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.676799331167835
EX_strch1(e)_neg	13.470616832325003
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.427396126744709
EX_strch2(e)_pos	13.470616832325003
EX_strdnc(e)_neg	9.906267849361004
EX_strdnc(e)_pos	7.1274906768523945
EX_succ(e)_neg	6.138554668229583
EX_succ(e)_pos	5417.538035980084
EX_sucr(e)_neg	3.5273961267447094
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.361745871369203
EX_tag_hs(e)_pos	8.24531687806504
EX_tagat_D(e)_neg	7.218121652738602
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.4055244101568904
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.585530511833834
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13431.52761821445
EX_tcynt(e)_neg	5.396823263404517
EX_tcynt(e)_pos	11.295733951328462
EX_tdchola(e)_neg	5.554888129236044
EX_tdchola(e)_pos	68151.86420427785
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8461.351409152423
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	13006.130440505107
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	13006.130440505107
EX_tethex3(e)_neg	10.679830865012429
EX_tethex3(e)_pos	8.006430615646863
EX_tetpent3(e)_neg	8.006430615646863
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	11.36338545108147
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.679830865012429
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.400598131434184
EX_thf(e)_pos	5325.791769275107
EX_thm(e)_neg	12547.235359449185
EX_thmmp(e)_neg	9.688190040716476
EX_thmmp(e)_pos	12547.235359449181
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	28937.65264374942
EX_thr_L(e)_neg	5.084554344074896
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.555203895658282
EX_thym(e)_pos	12762.29877909949
EX_thymd(e)_neg	6.428957170118545
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.264955328281443
EX_tmndnc(e)_neg	13.689697616442489
EX_tmndnc(e)_pos	249.64697665131308
EX_tolbutamide(e)_neg	7.585530511833835
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.468468283124519
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	10.30103915236175
EX_triodthy(e)_pos	11.057297644920869
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.684701728785406
EX_trp_L(e)_neg	7.381343902256521
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	9.343567747771747
EX_tststerone(e)_pos	55525.51872619753
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	69459.13040810905
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	61835.97681835919
EX_tsul(e)_neg	12.086462783547281
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7359.08379819285
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	172.07571942203535
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19823.114173826718
EX_tyr_L(e)_neg	3.3214759461670074
EX_tyr_L(e)_pos	5546.867672205411
EX_udp(e)_neg	3.146502860880531
EX_udp(e)_pos	23614.98282059567
EX_udpg(e)_neg	5.467756333805227
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.6320129523459617
EX_ump(e)_pos	15048.711133402527
EX_ura(e)_neg	5.821677138427284
EX_ura(e)_pos	7708.152055069404
EX_urate(e)_neg	4.75
EX_urate(e)_pos	9235.749487420557
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11812.66754674154
EX_uri(e)_neg	5.254895530918266
EX_uri(e)_pos	6030.158032851022
EX_utp(e)_neg	3.146502860880531
EX_utp(e)_pos	26932.357721636865
EX_vacc(e)_neg	7.980700230616241
EX_vacc(e)_pos	8993.645492779622
EX_val_L(e)_neg	6.431066546980589
EX_val_L(e)_pos	7783.9412400758765
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7578.501435144571
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.585530511833834
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18727.22122743111
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7559.04980155326
EX_xolest2_hs(e)_neg	5.5022655561792355
EX_xolest2_hs(e)_pos	15092.826089392773
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	55129.63571038697
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	55018.89509267351
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	54695.4229025509
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	868.9497027969436
EX_xylt(e)_neg	5086.351279360126
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	7157.604619208555
F1PGT_neg	0.0
F1PGT_pos	18405.072758476705
F6Tg_pos	18164.42148782034
FA120ACPH_neg	0.0
