	WT.EPA.e_S151_L007_R1_001
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	13.090400645762797
BCRNe_pos	8714.030729380369
BDG2HCGHD_pos	0.0
BDHm_neg	7798.63433419167
BDHm_pos	5.128593885878222
BDMT_L_pos	17382.679703624995
BDMT_U_pos	17382.679703624995
BETALDHxm_pos	10329.798987658938
BGLUGCHe_pos	13803.880647580596
BGLUTCHLe_pos	14854.611556923002
BGLUTDECHOe_pos	3800.0
BHBt_neg	1266.272214491829
BHBt_pos	1266.272214491829
BHBtm_neg	7798.63433419167
BHBtm_pos	5.128593885878222
BHMT_pos	26990.872335542303
BILDGLCURt_neg	2024.0953275696459
BILDGLCURt_pos	2019.929432017988
BILDGLCURte_pos	4161.474502547889
BILDGLCURtr_neg	42816.9932839392
BILDGLCURtr_pos	8087.346899629891
BILGLCURt_neg	2024.0953275696459
BILGLCURt_pos	2019.929432017988
BILGLCURte_pos	4517.308548330079
BILGLCURtr_neg	65550.86737304053
BILGLCURtr_pos	10.259268327393501
BILIRED_pos	51074.70566689438
BILIRUBt2_neg	1967.4173901838553
BILIRUBt2_pos	2211.791613894072
BILIRUBtr_neg	2975.359849272625
BILIRUBtr_pos	2975.359849272625
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9542.107575675145
BMTer_L_pos	51.63937587948819
BMTer_U_pos	51.63937587948819
BPNT2_pos	3372.861192696444
BPNT_pos	7698.208966397406
BTND1_pos	5742.107575675145
BTND1n_pos	9542.107575675147
BTNDe_pos	3.9348088551437206
BTNDm_pos	6157.10278292158
BTNPL_pos	5742.107575675144
BTNPLm_pos	6157.10278292158
BTNTe_pos	1418.7850987102802
BTNt2_neg	1744.5225358311918
BTNt2_pos	1418.7850987102802
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3749.4522482854654
BTNt3ile_pos	3676.2057719426793
BTNt4i_pos	1744.5225358311918
BTNtn_neg	9542.107575675147
BTNtn_pos	0.0
BUP2_pos	18054.727411909018
BUTt2m_neg	0.0
BUTt2m_pos	6.221506244507276
BUTt2r_neg	484.7521653555892
BUTt2r_pos	484.7521653555892
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	17698.842312293444
C100CPT1_neg	0.0
C100CPT1_pos	15133.55236021512
C101CPT1_neg	0.0
C101CPT1_pos	12690.472165117078
C101CRNe_pos	12690.472165117078
C102CPT1_neg	0.0
C102CPT1_pos	12690.472165117078
C10CRNe_pos	15133.552360215119
C10DCCACT_neg	7990.864830285647
C10DCCACT_pos	48273.487404676234
C10DCc_neg	0.0
C10DCc_pos	7990.864830285646
C10DCe_pos	19993.537147398107
C10OHc_neg	0.0
C10OHc_pos	12987.000090713711
C120CPT1_neg	0.0
C120CPT1_pos	10795.674889181475
C121CPT1_neg	0.0
C121CPT1_pos	12690.472165117078
C12DCACOT_pos	7990.864830285647
C12DCACT_pos	7990.864830285647
C12DCTD_neg	0.0
C12DCTD_pos	7990.864830285647
C12DCe_pos	46159.88356350279
C12OHc_neg	0.0
C12OHc_pos	12540.184492442086
C140CPT1_neg	0.0
C140CPT1_pos	8209.795028617627
C141ACBP_neg	0.0
C141ACBP_pos	13970.919917437139
C141CPT1_neg	0.0
C141CPT1_pos	12690.472165117078
C141OHc_neg	0.0
C141OHc_pos	13970.919917437137
C141OHe_pos	13970.919917437137
C142ACBP_neg	0.0
C142ACBP_pos	32160.33277853915
C142CPT1_neg	0.0
C142CPT1_pos	12690.472165117078
C142OHc_neg	0.0
C142OHc_pos	32160.33277853914
C142OHe_pos	32160.332778539145
C14OHc_neg	0.0
C14OHc_pos	10502.366644565207
C14STRr_pos	249.04279464861898
C160CPT1_pos	2312.1093740703177
C160CPT2_pos	13376.970749245174
C160CRNt_pos	13512.023205232786
C161CPT12_pos	11148.54506625337
C161CPT1_pos	10458.514692467013
C161CPT22_pos	11148.54506625337
C161CPT2_pos	10458.514692467013
C161CRN2t_pos	11148.54506625337
C161CRNt_pos	10458.514692467013
C161OHc_neg	0.0
C161OHc_pos	10458.514692467013
C162ACBP_neg	0.0
C162ACBP_pos	22465.446733158133
C162OHc_neg	0.0
C162OHc_pos	22465.446733158133
C162OHe_pos	22465.44673315812
C16DCc_neg	0.0
C16DCc_pos	30126.42537829944
C16DCe_pos	30126.42537829944
C16OHc_neg	0.0
C16OHc_pos	10761.74096278872
C16txc_pos	4992.55532174565
C180CPT1_pos	8423.855376520189
C180CPT2_pos	8423.855376520189
C180CRNt_pos	8423.855376520189
C181CPT1_pos	1632.1432508633375
C181CPT2_pos	1632.1432508633375
C181CRNt_pos	1632.1432508633375
C181OHc_neg	0.0
C181OHc_pos	15710.313176966218
C182OHc_neg	0.0
C182OHc_pos	9.989435747007466
C18OHc_neg	0.0
C18OHc_pos	8558.597954505685
C204CPT1_pos	282.78039882952555
C204CPT2_pos	282.78039882952555
C204CRNt_pos	282.78039882952555
C226COAtx_neg	475.3369237344158
C226COAtx_pos	9.819163992337659
C226CPT1_pos	734.5920495652302
C226CPT2_pos	734.5920495652302
C226CRNt_pos	734.5920495652302
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1261.0276813723133
C2tcx_pos	5780.204725057887
C30CPT1_pos	1676.2290834896326
C3DCe_pos	11070.457252009133
C3STDH1Pr_pos	74964.94225834291
C3STDH1r_pos	75016.11296281434
C3STKR2r_pos	74964.94225834297
C40CPT1_neg	0.0
C40CPT1_pos	3439.251274862686
C4CRNCPT2_neg	18182.39782132383
C4CRNCPT2_pos	3439.251274862686
C4CRNe_pos	17308.587640180132
C4DCCACT_neg	7990.864830285648
C4DCCACT_pos	44091.5726562636
C4DCe_pos	10738.103481315124
C4OHc_neg	0.0
C4OHc_pos	8714.03072938037
C4STMO1r_pos	74964.94225834296
C4STMO2Pr_pos	74964.94225834296
C4STMO2r_pos	75016.11296281434
C4tcx_neg	0.0
C4tcx_pos	18196.52074674534
C4tmc_neg	18182.39782132383
C4tmc_pos	3439.251274862686
C4x_neg	0.0
C4x_pos	18196.520746745337
C50CPT1_neg	0.0
C50CPT1_pos	10837.510026452928
C51CPT1_neg	0.0
C51CPT1_pos	12070.395796631548
C5DCe_pos	8160.280173642021
C60CPT1_neg	0.0
C60CPT1_pos	13450.908056072269
C6COAt_neg	18205.49897235358
C6COAt_pos	15252.794534411702
C6CRNe_pos	13450.908056072269
C6CRNtcx_neg	18205.49897235358
C6CRNtcx_pos	15252.794534411705
C6DCCACT_neg	7990.864830285647
C6DCCACT_pos	62308.629430380024
C6DCc_neg	0.0
C6DCc_pos	7990.864830285647
C6DCe_pos	62308.62943038
C80CPT1_neg	0.0
C80CPT1_pos	9071.869900567483
C81CPT1_neg	0.0
C81CPT1_pos	12690.472165117078
C81CRNe_pos	12690.472165117078
C8CRNe_pos	9071.869900567483
C8DCc_neg	0.0
C8DCc_pos	7990.864830285646
C8DCe_pos	28113.225346607098
C9BRxtc_neg	2035.052455987614
C9BRxtc_pos	2035.052455987614
CAATPS_pos	4745.847481479901
CAMPt_pos	13200.356324333587
CAROtr_neg	0.0
CAROtr_pos	13.090400645762797
CARPEPT1tc_pos	11088.106175263922
CARVEOLte_neg	7.50265709384345
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.79865726811744
CATm_pos	5850.51997788258
CATp_pos	7756.12668863303
CAt7r_neg	1697.6272832818427
CAt7r_pos	1663.3026988637544
CBASPte_neg	19659.589459537332
CBASPte_pos	8367.177557163963
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	18950.38472667648
CBPSam_pos	14095.67611537444
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	21.917370263721452
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	13693.072159249825
CDIPTr_pos	3839.6126123730946
CDPDAGtm_neg	13679.514020013386
CDPDAGtm_pos	0.0
CDS_pos	3839.612612373094
CDSm_pos	13679.514020013388
CEPTC_pos	3984.140251260507
CEPTE_pos	4237.690736705721
CERK_pos	28268.676041325965
CERT1gt_neg	8436.961024711418
CERT1gt_pos	22021.392064649273
CERT1rt_neg	0.0
CERT1rt_pos	12959.370671713743
CERT2gt_neg	0.0
CERT2gt_pos	29437.33513573372
CERT2rt_neg	12959.370671713743
CERT2rt_pos	0.0
CGLYt3_2__pos	1999.36675616126
CGMPt_pos	14340.619309181855
CH25H_pos	12290.360096100816
CHAT_neg	5700.0
CHAT_pos	5591.244814949422
CHATn_neg	5700.0
CHATn_pos	5700.0
CHLPCTD_pos	3984.140251260507
CHLP_pos	3507.933589906549
CHLtm_neg	13679.51402001339
CHLtm_pos	10329.798987658938
CHOLATEt2_pos	1373.9026727875466
CHOLATEt3_pos	3337.60501384735
CHOLATEt_neg	1373.9026727875466
CHOLATEt_pos	2211.791613894072
CHOLD2m_pos	10329.798987658938
CHOLESACATc_pos	6966.090280125152
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	6963.308321819803
CHOLK_pos	3271.201140711947
CHOLPtg_neg	8436.961024711418
CHOLPtg_pos	0.0
CHOLPtl_neg	60616.65697804682
CHOLPtl_pos	0.0
CHOLt4_neg	1337.140218321491
CHOLt4_pos	1324.6425316665175
CHOLtg_neg	0.0
CHOLtg_pos	5567.688042599602
CHOLtn_neg	5700.0
CHOLtn_pos	5700.0
CHOLtr_neg	0.0
CHOLtr_pos	5567.688042599602
CHOLtu_neg	1324.6425316665175
CHOLtu_pos	1337.140218321491
CHSTEROLSULT_pos	8059.183789597835
CHSTEROLt1_neg	2135.7123528973752
CHSTEROLt1_pos	2135.7123528973752
CHSTEROLt2_neg	2135.7123528973752
CHSTEROLt2_pos	2135.7123528973752
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2135.7123528973752
CHSTEROLt_pos	4208.91864700713
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	5002.2320256098365
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	349.68230963951476
CITRtm_pos	349.68230963951476
CITt4_2_neg	940.7990167461248
CITt4_2_pos	1281.303557025313
CITt4_4_neg	1281.303557025313
CITt4_4_pos	1255.871267750921
CITtam_neg	2026.3411825597084
CITtam_pos	2026.3411825597084
CITtbm_neg	0.0
CITtbm_pos	2139.333877797713
CK_neg	0.0
CK_pos	3683.0026011849905
CKc_neg	3683.0026011849905
CKc_pos	0.0
CLFORtex_pos	2126.855310594468
CLHCO3tex2_pos	656.6537591752596
CLI2tex_pos	3193.3266043971025
CLOHtex2_pos	885.8608407237408
CLOXAtex2_pos	883.0745193777201
CLPNDCOAtx_neg	11.04942005295035
CLPNDCOAtx_pos	37801.41405098629
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	385.55932050081526
CLPNDt_pos	12.74148982854676
CLS_hs_pos	226.87581662869528
CMPACNAtg_neg	0.0
CMPACNAtg_pos	18731.41862833534
CMPACNAtn_pos	8805.285849938704
CMPSAS_pos	5005.285849938708
CMPSASn_pos	8805.285849938704
CO2t_neg	3238.7180002860596
CO2t_pos	3276.3469381229606
CO2ter_neg	11245.461732106236
CO2ter_pos	24830.380970904826
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3819.529174368918
CO2tm_pos	3646.686507197481
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12420.761298819418
CO2tp_pos	18367.04428135098
COAtg_neg	19620.062804714482
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7209.8753530785825
COAtm_neg	4728.971656471863
COAtm_pos	1632.1432508633375
COAtn_neg	5700.0
COAtn_pos	5700.0
COAtp_neg	2521.236191090134
COAtp_pos	3098.8019406987783
COAtr_neg	1588.3074333715394
COAtr_pos	1588.3074333715394
COKECBESr_pos	0.0
COQ3m_pos	45796.72011487225
COQ5m_pos	45796.72011487225
COQ6m_pos	45796.72011487225
COQ7m_pos	45796.72011487225
CORE2GTg_pos	7714.629680323163
CORE3GTg_pos	7575.6005336257795
CORE4GTg_pos	7575.6005336257795
CORE5GTg_pos	395.4533713087045
CORE6GTg_pos	7040.612822357814
CORE7GTg_pos	395.4533713087045
CORE8GTg_pos	404.6109618578264
COUCOAFm_pos	45796.72011487227
COUMARINte_neg	0.0
COUMARINte_pos	7.50265709384345
COt_neg	0.0
COt_pos	51074.705666894406
CPCTDTX_pos	0.0
CPPPGO_pos	14691.46631717638
CREATt4_2_r_neg	957.9403426058609
CREATt4_2_r_pos	932.5080533314688
CREATtmdiffir_pos	3683.0026011849905
CRMPte_neg	0.0
CRMPte_pos	28268.67604132596
CRNCAR3tp_pos	4579.9522307019215
CRNCARtp_pos	1261.0276813723133
CRNrtx_neg	1261.0276813723133
CRNrtx_pos	3160.2085097178206
CRNtHa_pos	928.6064216080069
CRNt_neg	591.7489378306367
CRNt_pos	928.6064216080069
CRNtim_pos	883.5978534254757
CRNtuNa_pos	591.7489378306367
CRNtx_neg	2035.052455987614
CRNtx_pos	2035.052455987614
CRTNsyn_pos	0.0
CRTSLt_neg	52044.203911649216
CRTSLt_pos	0.0
CRTSLtm_neg	52044.20391164921
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	54548.69664390607
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	54548.69664390607
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1190.6824850251835
CRVNCtr_pos	1203.180171680157
CSAPASEly_pos	84.93287819136945
CSBPASEly_pos	101.63946143808066
CSCPASEly_pos	84.7246172015476
CSDPASEly_pos	130.02929662268562
CSEPASEly_pos	150.58102299672538
CSNAT2m_neg	0.0
CSNAT2m_pos	1676.2290834896326
CSNAT2x_neg	3160.2085097178206
CSNAT2x_pos	2521.236191090134
CSNAT3x_neg	0.0
CSNAT3x_pos	4579.9522307019215
CSNATer_neg	1588.3074333715394
CSNATer_pos	1588.3074333715394
CSNATm_neg	0.0
CSNATm_pos	2415.032971697218
CSNATp_neg	4560.219124853859
CSNATp_pos	5083.200788689977
CSNATr_neg	1588.3074333715394
CSNATr_pos	1588.3074333715394
CSND_pos	7.274980039906058
CSNt_neg	0.0
CSNt_pos	7.274980039906058
CSPG_At_pos	0.0
CSPG_Atly_pos	84.93287819136945
CSPG_Bt_pos	0.0
CSPG_Btly_pos	101.63946143808066
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	84.7246172015476
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	130.02929662268562
CSPG_Et_pos	0.0
CSPG_Etly_pos	150.58102299672538
CSm_pos	4299.0072717524945
CTPS1_pos	4180.395392505291
CTPS2_pos	7497.92451344172
CTPtn_neg	0.0
CTPtn_pos	8805.285849938702
CYANt_neg	0.0
CYANt_pos	6.72979612544089
CYANtm_neg	0.0
CYANtm_pos	11.99726519295858
CYOOm3_pos	8908.693690175762
CYOR_u10m_pos	3558.646823266415
CYSALANaEx_pos	874.0783069130074
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	951.0104227540461
CYSATB0tc_pos	1278.9756804416813
CYSGLNNaEx_pos	766.9932895264768
CYSGLTH_neg	1449.1174109339127
CYSGLTH_pos	1236.9952322221243
CYSGLUexR_neg	550.1662579437309
CYSGLUexR_pos	661.0435914530204
CYSGLYexR_neg	652.1640718059318
CYSGLYexR_pos	542.6386124635387
CYSLYSL_pos	0.0
CYSO_pos	9708.334258590818
CYSPHELAT2tc_pos	596.0468196368923
CYSSERNaEx_pos	875.4301810799038
CYSSNAT5tc_neg	1155.4752952413928
CYSSNAT5tc_pos	1167.972981896366
CYSTALArBATtc_pos	2.3548403075651287
CYSTA_neg	0.0
CYSTA_pos	7627.88326895765
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.351969274410271
CYSTGL_pos	13815.332477337342
CYSTHRNaEx_pos	875.4301810799038
CYSTLEUrBATtc_pos	2.3384377499113578
CYSTSERex_pos	2.357588067349403
CYSTS_pos	13815.332477337342
CYSt4_pos	449.95410876630586
CYStec_neg	639.251568537312
CYStec_pos	776.7795797095264
CYTDK1_pos	438.58234231179244
CYTDK2m_pos	13679.51402001339
CYTD_pos	3577.029817161987
CYTDn_pos	13370.255827642954
CYTDt4_pos	1119.096876947803
CYTDt5le_pos	1381.6839431632163
CYTDt_neg	1119.096876947803
CYTDt_pos	6226.096865229308
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	13679.514020013392
CYTDtn_neg	0.0
CYTDtn_pos	13370.255827642954
CYTK10_neg	369.2860402701436
CYTK10_pos	369.2860402701436
CYTK10n_neg	370.9732550963069
CYTK10n_pos	370.9732550963069
CYTK11_neg	369.2860402701436
CYTK11_pos	369.2860402701436
CYTK11n_neg	370.9732550963069
CYTK11n_pos	370.9732550963069
CYTK12_neg	369.2860402701436
CYTK12_pos	369.2860402701436
CYTK12n_neg	370.9732550963069
CYTK12n_pos	370.9732550963069
CYTK13_neg	369.2860402701436
CYTK13_pos	369.2860402701436
CYTK13n_neg	370.9732550963069
CYTK13n_pos	370.9732550963069
CYTK14_neg	369.2860402701436
CYTK14_pos	369.2860402701436
CYTK14n_neg	370.9732550963069
CYTK14n_pos	370.9732550963069
CYTK1_neg	369.2860402701436
CYTK1_pos	369.2860402701436
CYTK1m_neg	0.0
CYTK1m_pos	13679.51402001339
CYTK1n_neg	370.9732550963069
CYTK1n_pos	370.9732550963069
CYTK2_neg	369.2860402701436
CYTK2_pos	369.2860402701436
CYTK2n_neg	370.9732550963069
CYTK2n_pos	370.9732550963069
CYTK3_neg	1088.6200485145441
CYTK3_pos	1088.6200485145441
CYTK3n_neg	370.9732550963069
CYTK3n_pos	370.9732550963069
CYTK4_neg	1088.6200485145441
CYTK4_pos	1088.6200485145441
CYTK4n_neg	370.9732550963069
CYTK4n_pos	370.9732550963069
CYTK5_neg	369.2860402701436
CYTK5_pos	369.2860402701436
CYTK5n_neg	370.9732550963069
CYTK5n_pos	370.9732550963069
CYTK6_neg	369.2860402701436
CYTK6_pos	369.2860402701436
CYTK6n_neg	370.9732550963069
CYTK6n_pos	370.9732550963069
CYTK7_neg	369.2860402701436
CYTK7_pos	369.2860402701436
CYTK7n_neg	370.9732550963069
CYTK7n_pos	370.9732550963069
CYTK8_neg	369.2860402701436
CYTK8_pos	369.2860402701436
CYTK8n_neg	370.9732550963069
CYTK8n_pos	370.9732550963069
CYTK9_neg	369.2860402701436
CYTK9_pos	369.2860402701436
CYTK9n_neg	370.9732550963069
CYTK9n_pos	370.9732550963069
Coqe_neg	0.0
Coqe_pos	5578.8728896555085
D3AIBTm_neg	361.0360283159809
D3AIBTm_pos	361.0360283159809
DADA_pos	7957.824879681968
DADAe_pos	9216.391842308018
DADNK_pos	4196.229816996969
DADNt4_neg	1609.2823958801976
DADNt4_pos	7664.468927097064
DAGK_hs_neg	3984.140251260507
DAGK_hs_pos	3381.1297847161663
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17486.846524318855
DAG_HSter_pos	60.57803467713195
DAGt_neg	6336.166063922679
DAGt_pos	5815.914876746091
DALAOXx_pos	9745.985697324193
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	588.8351286706636
DALAt2r_pos	588.8351286706636
DALAxt_pos	9745.985697324193
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4261.035588841849
DASPO1p_pos	11.314231026226825
DATPtm_pos	14194.126030950214
DATPtn_neg	0.0
DATPtn_pos	20532.480489716992
DCATDc_neg	0.0
DCATDc_pos	19993.537147398107
DCATDr_neg	0.0
DCATDr_pos	19993.537147398107
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	758.4122950461098
DCK1n_pos	758.4122950461098
DCK2n_neg	758.4122950461098
DCK2n_pos	758.4122950461098
DCMPDA_neg	4535.624413793809
DCMPDA_pos	7759.325252529756
DCSPTN1COAtx_neg	4992.55532174565
DCSPTN1COAtx_pos	11.049420052950348
DCSPTN1COAtxc_pos	4992.555321745653
DCSPTN1CPT1_pos	354.4201997830338
DCSPTN1CPT2_pos	354.4201997830338
DCSPTN1CRNt_pos	354.4201997830338
DCSPTN1t_neg	197.50000211239842
DCSPTN1t_pos	11.049420052950348
DCTPtm_pos	23272.065393432633
DCTPtn_neg	0.0
DCTPtn_pos	18444.577738559856
DCT_neg	0.0
DCT_pos	12597.533918863703
DCYTD_pos	4525.7417968783975
DCYTDn_pos	19787.51522886014
DCYTt_neg	1609.2823958801976
DCYTt_pos	7219.098079672615
DDCRNe_pos	12540.184492442091
DDECCRNe_pos	10795.674889181473
DDECE1CRNe_pos	12690.472165117078
DDPGAm_neg	0.0
DDPGAm_pos	12262.420934959611
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.502657093843449
DECCRNe_pos	12987.000090713711
DECDICRNe_pos	12690.472165117078
DECDPtm_neg	0.0
DECDPtm_pos	45796.72011487228
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	20681.810306286465
DESAT18_10_pos	6.966937653029682
DESAT18_3_pos	8867.571837448082
DESAT18_4_pos	8857.193953243861
DESAT18_5_pos	7106.957258144406
DESAT18_6_pos	18423.443136005255
DESAT18_7_pos	47643.358048555674
DESAT18_8_pos	9142.017755898629
DESAT18_9_pos	6.124369906384865
DESAT20_1_pos	68.0208610210995
DESAT20_2_pos	48.702743366305825
DESAT22_1p_pos	190.11418779000653
DESAT22_2p_pos	37796.58502838243
DESAT24_1_pos	7.856963897278852
DGAT_pos	4249.5935338781055
DGCHOLte_neg	1359.2894906884578
DGCHOLte_pos	4148.487814344772
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4020.132200711185
DGK1_neg	6658.849155831627
DGK1_pos	7511.70038073666
DGK2m_neg	16947.081305046082
DGK2m_pos	7639.2943621952745
DGNSKm_pos	5835.877036999661
DGSNt_neg	1330.4592559329049
DGSNt_pos	7634.556471795284
DGSNtm_neg	0.0
DGSNtm_pos	5835.877036999661
DGTPtm_pos	6821.653295271597
DGTPtn_neg	0.0
DGTPtn_pos	19994.84745263283
DGULND_neg	0.0
DGULND_pos	12492.354153673517
DHAAt1r_neg	0.0
DHAAt1r_pos	4261.774514734503
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6464.4651614940885
DHCHOLESTANATEtm_neg	8213.435351174967
DHCHOLESTANATEtm_pos	66216.10488657186
DHCR241r_pos	5081.390353590997
DHCR242r_pos	5080.040468104748
DHCR243r_pos	75146.44810683519
DHCR71r_pos	74965.02860583388
DHCR72r_pos	10985.994579306791
DHCRD1_pos	26541.56950724295
DHCRD2_pos	27761.705544736786
DHDPBMTm_pos	45796.72011487225
DHEASULT_pos	7704.963705027748
DHEASt_neg	1216.9113921316273
DHEASt_pos	1212.7454965799695
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.499657021385152
DHEAtr_pos	60388.43055974853
DHFR_neg	607.9596905667405
DHFR_pos	7478.966710299306
DHFtl_neg	3223.1533100265356
DHFtl_pos	0.0
DHFtm_neg	3752.385789326726
DHFtm_pos	3545.3390294719215
DHORD9_pos	8367.177557163963
DHORTS_neg	8367.177557163963
DHORTS_pos	0.0
DHPM1_pos	14534.34742845347
DHPM2_pos	18054.727411909018
DHPR2_pos	6299.047041797287
DHPR_pos	5412.4660744709545
DIDPtn_neg	4194.699380470319
DIDPtn_pos	4194.699380470319
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	67435.00641962462
DIGALSGALSIDEtg_neg	67435.00641962458
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	8912.585082601012
DIGALSIDEtg_pos	67435.00641962462
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8382.048914225898
DINt_neg	1330.4592559329049
DINt_pos	7690.155972560393
DITPtn_neg	4194.699380470319
DITPtn_pos	4194.699380470319
DKMPPD_pos	15162.034059999876
DLNLCGCPT1_pos	122.10817370873843
DLNLCGCPT2_pos	122.10817370873843
DLNLCGCRNt_pos	122.10817370873843
DLNLCGt_neg	48.98092696002279
DLNLCGt_pos	3354.039507367366
DMANTIPYRINEte_neg	7.907166976713171
DMANTIPYRINEte_pos	0.0
DMATT_pos	75004.72942924198
DMATTx_pos	76557.67696070083
DMGDHm_pos	26990.87233554229
DMGtm_neg	0.0
DMGtm_pos	26990.87233554229
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	47.0178409713316
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	47.01784097133161
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	47.01784097133161
DMNONCOACRNCPT1_neg	2521.236191090134
DMNONCOACRNCPT1_pos	3160.2085097178206
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	47.0178409713316
DMNONCRNt_neg	2035.052455987614
DMNONCRNt_pos	2035.052455987614
DM_13_cis_oretn_n__pos	1507.6856157198345
DM_13_cis_retn_n__pos	1218.4106157198346
DM_1a25dhvitd3(n)_pos	50290.783366192816
DM_4abut(n)_pos	9588.850778701144
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	568.9301090008115
DM_Lcystin_pos	14571.97407357029
DM_Ser_Gly_Ala_X_Gly_ly__pos	852.2976368845137
DM_Ser_Thr_ly__pos	365.7450874250272
DM_T_antigen_g__neg	20.712675723349047
DM_T_antigen_g__pos	241.74061470612128
DM_anth_pos	2850.0
DM_atp_c__pos	4042.555321745651
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	239.24729496973828
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	395.4533713087045
DM_core7_g__pos	395.4533713087046
DM_core8_g__pos	404.6109618578264
DM_datp_m__pos	20390.34984033633
DM_datp_n__pos	20532.480489716974
DM_dctp_m__pos	23272.065393432633
DM_dctp_n__pos	23272.065393432647
DM_dem2emgacpail_prot_hs_r__pos	51.6393758794882
DM_dgpi_prot_hs_r__pos	60.57803467713195
DM_dgtp_m__pos	19994.84745263282
DM_dgtp_n__pos	19994.84745263283
DM_dsT_antigen_g__pos	220.3656843571606
DM_dttp_m__pos	28935.946729714782
DM_dttp_n__pos	28936.108007315353
DM_ethamp_r__pos	32610.61380820863
DM_fol_pos	2299.388820214061
DM_gncore2_g__pos	257.10434233426383
DM_gpi_sig_er__pos	51.6393758794882
DM_hretn_n__pos	1630.6907563133004
DM_kdn_c__pos	8757.091980462308
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12597.5339188637
DM_mem2emgacpail_prot_hs_r__pos	57.07628792198406
DM_n5m2masn_g__pos	925.497585134237
DM_ncam_pos	23.028787394107407
DM_oretn_n__pos	1490.5106529380535
DM_pe_hs(r)_pos	3325.0
